"","s=4.641589"
"1352",616226.775491829
"1353",607430.910592873
"1354",642936.155945669
"1355",227037.624374853
"1356",819948.824385429
"1357",543706.255682638
"1358",2070802.9953927
"1359",270616.302891289
"1360",1246899.32695907
"1361",430327.456390004
"1362",176686.039121835
"1363",704815.747998235
"1364",263366.448805589
"1365",529669.037203689
"1366",1830809.18417937
"1367",350066.043249221
"1368",555136.59715908
"1369",2061955.07724226
"1370",346830.378578476
"1371",791253.160047243
"1372",77991.488451293
"1373",786092.616558443
"1374",329487.379739787
"1375",159160.622970986
"1376",199661.459945986
"1377",594249.467491264
"1378",270164.970477326
"1379",308397.652959904
"1380",243883.452971435
"1381",609446.241318722
"1382",989006.637596288
"1383",268561.68684188
"1384",407676.709196814
"1385",219164.330697498
"1386",449958.432155032
"1387",403538.607507206
"1388",446642.834605792
"1389",213891.827872787
"1390",417513.722291709
"1391",847336.213688027
"1392",182316.826194547
"1393",623264.591942864
"1394",710716.533186875
"1395",391111.750735441
"1396",731196.073090216
"1397",312930.98486207
"1398",643238.710555506
"1399",258154.437385822
"1400",1011095.08884141
"1401",520094.97009216
"1402",577343.969063629
"1403",730723.384695334
"1404",261693.939308742
"1405",442060.528319455
"1406",635660.078576101
"1407",347315.066002312
"1408",583054.549376668
"1409",591320.076718725
"1410",374138.640442451
"1411",428896.663017835
"1412",480567.707921168
"1413",350129.227634924
"1414",509976.694692882
"1415",637820.80570967
"1416",742371.139243471
"1417",383576.343228973
"1418",520751.528273232
"1419",450438.214860484
"1420",223534.786481007
"1421",573075.15358712
"1422",617236.686393723
"1423",311743.795307984
"1424",517325.539655784
"1425",1337848.82981798
"1426",496412.148647173
"1427",581172.459335402
"1428",2051095.37435489
"1429",567136.789801935
"1430",684272.311660771
"1431",564019.596796275
"1432",533010.120089291
"1433",490862.158827838
"1434",623448.40101358
"1435",875238.04028369
"1436",635347.294711234
"1437",319516.182476628
"1438",499381.507431008
"1439",237152.362520308
"1440",266847.825880295
"1441",307465.915106986
"1442",454419.590688411
"1443",137735.2763388
"1444",446508.022115345
"1445",784332.34711191
"1446",590122.241212218
"1447",712010.512740917
"1448",428224.943094901
"1449",334403.199264876
"1450",851815.072515362
"1451",332421.194692199
"1452",397257.158952329
"1453",583744.862398056
"1454",240463.229885509
"1455",314094.980442876
"1456",397109.121068259
"1457",590102.284925935
"1458",488711.800393943
"1459",388986.882544407
"1460",447377.123738096
"1461",1087824.43191525
"1462",95421.0766470183
"1463",354179.456450959
"1464",331667.302631556
"1465",488977.749996277
"1466",457431.554476526
"1467",830903.053558692
"1468",424291.899307343
"1469",656712.000159241
"1470",740842.530730736
"1471",384143.746006126
"1472",671054.423383015
"1473",298489.352825243
"1474",175836.261399348
"1475",455781.981995449
"1476",407973.663820626
"1477",341333.373498031
"1478",312547.206682483
"1479",492878.615015252
"1480",207688.248100239
"1481",382361.638328462
"1482",756810.071270335
"1483",580519.993875989
"1484",666983.609346161
"1485",562346.681511004
"1486",175298.852976001
"1487",374163.153208839
"1488",907374.763926499
"1489",941886.743703169
"1490",1461115.66448903
"1491",265534.596662858
"1492",624906.513689204
"1493",692735.330372058
"1494",469952.574930298
"1495",521566.556412385
"1496",220361.080298164
"1497",430860.027856162
"1498",462513.857573494
"1499",244668.634006603
"1500",2049573.7890178
"1501",273323.084103498
"1502",512974.611895702
"1503",1403536.84074939
"1504",354228.021566549
"1505",159947.593131633
"1506",419214.546867576
"1507",737466.216075992
"1508",395768.453195624
"1509",545620.95340234
"1510",568866.496075819
"1511",494357.81773241
"1512",350621.897940315
"1513",357748.895233175
"1514",246791.079688267
"1515",1205825.32810388
"1516",430511.681446409
"1517",568263.44573573
"1518",558899.094036931
"1519",407437.899128592
"1520",579722.421819612
"1521",732992.533784075
"1522",224493.822243409
"1523",207946.112093527
"1524",728311.937327604
"1525",695905.497440725
"1526",120645.547648678
"1527",329889.92309975
"1528",508733.273664254
"1529",331731.375965005
"1530",234478.659682826
"1531",157744.123756208
"1532",410102.024529997
"1533",1173569.41253499
"1534",364399.139998102
"1535",322733.426107048
"1536",500175.958973698
"1537",378295.301246838
"1538",431640.897316508
"1539",370663.592187296
"1540",647443.757387625
"1541",728650.155254614
"1542",673666.322380286
"1543",528505.061763813
"1544",113683.716915013
"1545",255931.416946904
"1546",1758130.48150341
"1547",601338.577670485
"1548",396275.654304736
"1549",385375.260563256
"1550",722241.370235094
"1551",314650.82420939
"1552",252754.600211621
"1553",84053.5551371268
"1554",451046.631013078
"1555",193434.082844974
"1556",2395222.17714874
"1557",789397.307261413
"1558",488217.299297643
"1559",283019.982458474
"1560",467105.963359366
"1561",379249.56312246
"1562",177923.868286987
"1563",416306.965741114
"1564",492423.918228882
"1565",996712.586892569
"1566",1093862.91140076
"1567",551686.070210525
"1568",401030.404145411
"1569",1018661.17343814
"1570",1731257.47870194
"1571",624784.719596851
"1572",316537.376748874
"1573",411645.817836217
"1574",403078.218895681
"1575",662393.102278874
"1576",490546.857120604
"1577",488119.07695099
"1578",634575.870968153
"1579",533440.201250029
"1580",303670.916136999
"1581",304027.325929046
"1582",448518.239296379
"1583",216431.566172975
"1584",348726.226912139
"1585",1137612.1113911
"1586",232120.487951672
"1587",390648.45513454
"1588",1566470.85423129
"1589",363691.562038712
"1590",284842.085525453
"1591",381899.617778992
"1592",403918.936011741
"1593",217832.444756866
"1594",535003.764053057
"1595",263740.121854311
"1596",229163.877268824
"1597",210571.934457969
"1598",1185390.07693684
"1599",756995.381404583
"1600",407140.106989732
"1601",200515.629534707
"1602",318954.878025732
"1603",243315.068777926
"1604",271960.108413869
"1605",346643.053549807
"1606",677858.339183499
"1607",680167.609546564
"1608",284842.629198666
"1609",559221.017349756
"1610",253891.200198845
"1611",586923.781190036
"1612",335889.920754969
"1613",223102.846809748
"1614",355780.817565001
"1615",516688.65859328
"1616",114659.628785891
"1617",339945.400178963
"1618",996555.184353681
"1619",693927.998204329
"1620",301109.972349878
"1621",176245.586620557
"1622",1174845.57132677
"1623",417733.246774451
"1624",282566.144187046
"1625",414854.731190456
"1626",281019.059759728
"1627",257491.598698453
"1628",298083.315206254
"1629",668369.640809449
"1630",912037.077093874
"1631",1256874.64616925
"1632",269204.974422211
"1633",791416.83136015
"1634",983093.093724184
"1635",454767.885632494
"1636",187647.15534542
"1637",218578.628080539
"1638",406734.05617511
"1639",555394.28532488
"1640",482021.469542472
"1641",1164617.37007316
"1642",364855.435021729
"1643",630693.952898811
"1644",639029.718636049
"1645",350236.416053921
"1646",498369.502719154
"1647",146275.555622611
"1648",989759.794894381
"1649",335440.88137906
"1650",257264.831584458
"1651",253967.317626147
"1652",417581.740034157
"1653",158670.111384584
"1654",487648.735359064
"1655",383657.146194332
"1656",531045.638024092
"1657",302611.602941265
"1658",1433508.5275765
"1659",306552.364322581
"1660",386074.269314898
"1661",255776.11517847
"1662",391474.774044396
"1663",226625.367465519
"1664",482214.747232305
"1665",579290.684359931
"1666",570885.148512247
"1667",513685.603480256
"1668",516813.298744497
"1669",476229.498849991
"1670",983483.434531467
"1671",271569.99450569
"1672",177436.205229539
"1673",648500.605527693
"1674",197207.394571732
"1675",319764.04790182
"1676",136254.403761535
"1677",402271.575423512
"1678",1175860.129987
"1679",320195.826638613
"1680",655493.056173085
"1681",443114.436178867
"1682",134661.512915377
"1683",493372.156314543
"1684",212126.7020534
"1685",304693.565498478
"1686",944617.234321057
"1687",165894.213154957
"1688",645920.947915457
"1689",268011.838494642
"1690",216069.162125583
"1691",290910.674234361
"1692",287294.207580541
"1693",544334.879318731
"1694",171374.379751812
"1695",437295.202581357
"1696",338957.646143891
"1697",327864.370964285
"1698",1195817.64209714
"1699",306458.922505866
"1700",435734.949607951
"1701",514191.090844786
"1702",407971.335198929
"1703",264497.270002196
"1704",515634.227376574
"1705",355256.234183544
"1706",549957.304782193
"1707",655024.370474288
"1708",346978.147816173
"1709",523636.592880319
"1710",185772.111346991
"1711",522742.47655903
"1712",521068.423721753
"1713",462013.912202942
"1714",593317.580325637
"1715",668843.775546271
"1716",222000.767233224
"1717",736097.879361841
"1718",1174763.62283901
"1719",549510.540075567
"1720",225286.108655171
"1721",642168.343591263
"1722",958346.573343428
"1723",354648.486242539
"1724",234728.193028001
"1725",1160031.74815591
"1726",613429.23485232
"1727",797395.110397076
"1728",760828.250474142
"1729",770956.24933493
"1730",513468.423547574
"1731",355647.338012916
"1732",348149.847372176
"1733",278653.923591623
"1734",503607.630410171
"1735",539771.867579117
"1736",737795.010573818
"1737",407731.983657024
"1738",806065.304641506
"1739",223798.266300911
"1740",162402.557701169
"1741",267756.636979075
"1742",293649.330681355
"1743",238934.619741591
"1744",147062.625571757
"1745",444712.534593219
"1746",385429.513146237
"1747",1095630.62275175
"1748",489132.248503031
"1749",322314.215144686
"1750",232643.129888767
"1751",316763.929783009
"1752",940937.985765229
"1753",248756.412073478
"1754",600382.370549882
"1755",358502.618738687
"1756",909150.820881742
"1757",443882.929807132
"1758",379846.890866583
"1759",561902.551934432
"1760",468730.602884434
"1761",863232.966146231
"1762",863354.425356928
"1763",434400.092800287
"1764",321658.726634654
"1765",546107.149241321
"1766",834828.054573191
"1767",572050.783831307
"1768",728308.131579953
"1769",435485.775779995
"1770",363280.31219502
"1771",210143.610514826
"1772",512489.956890379
"1773",346239.19639454
"1774",383256.314056305
"1775",758221.051404293
"1776",239754.743548851
"1777",705033.118636805
"1778",367437.081558132
"1779",223392.854870787
"1780",395450.369618302
"1781",755666.934978643
"1782",365439.353144453
"1783",855172.729682709
"1784",389229.393120071
"1785",966671.155782914
"1786",809072.344447925
"1787",426354.900152688
"1788",1320802.15853634
"1789",455873.470934263
"1790",544929.548028755
"1791",745625.545680599
"1792",810397.050875399
"1793",456246.226776514
"1794",141302.90641596
"1795",616233.078186008
"1796",1123025.3034289
"1797",373244.492808299
"1798",354839.574269647
"1799",207007.321223986
"1800",1027223.88501753
"1801",271815.801276319
"1802",202922.326468884
"1803",710434.671334841
"1804",388032.428846744
"1805",475577.688935674
"1806",1007434.64763679
"1807",783057.852122914
"1808",634250.490001926
"1809",221804.724702697
"1810",678084.419355118
"1811",825402.795544363
"1812",259938.367760101
"1813",1427045.62712906
"1814",1441294.30091264
"1815",4802891.52594348
"1816",269223.043139483
"1817",611302.26653596
"1818",658652.476079261
"1819",117578.900557259
"1820",630626.230437307
"1821",519964.773870501
"1822",571893.899488136
"1823",341320.209399535
"1824",301442.896316695
"1825",1179431.81248979
"1826",417112.131748787
"1827",765043.534401617
"1828",61797.2334941542
"1829",476944.909855932
"1830",378925.51713475
"1831",748213.374450055
"1832",182109.315994599
"1833",243450.192175502
"1834",326455.366321605
"1835",339312.562968024
"1836",382099.347975253
"1837",808727.012947065
"1838",479791.20432983
"1839",280315.101576405
"1840",825266.856329732
"1841",221952.896695958
"1842",270432.926703141
"1843",289330.948275907
"1844",334131.508491262
"1845",880188.686292193
"1846",397901.25744263
"1847",654026.831352432
"1848",340983.475193276
"1849",143361.691618266
"1850",270932.687329089
"1851",355998.529397899
"1852",231963.830952273
"1853",416521.629333383
"1854",770343.889453174
"1855",589856.783334742
"1856",545859.634629013
"1857",235982.347049378
"1858",199804.672780968
"1859",265741.632255723
"1860",465171.639932686
"1861",876078.70192815
"1862",777427.935843608
"1863",260828.845700257
"1864",229135.534740766
"1865",371002.266715488
"1866",393065.858558484
"1867",243093.609060389
"1868",441537.726559343
"1869",213953.01135696
"1870",556445.141240338
"1871",639881.780990858
"1872",371003.198513602
"1873",905375.203390151
"1874",212035.118317883
"1875",527070.402039484
"1876",320464.56966729
"1877",230384.730387536
"1878",460785.164180601
"1879",404305.285419037
"1880",508676.3270144
"1881",1378108.50525875
"1882",749588.268791606
"1883",510785.501744728
"1884",411633.586946162
"1885",488471.712123794
"1886",116643.24456824
"1887",283524.877225146
"1888",1029000.96636434
"1889",1008939.48566964
"1890",180510.201738596
"1891",339562.837086513
"1892",981090.667166301
"1893",502567.395127045
"1894",287905.538947437
"1895",658865.444189645
"1896",257418.785011996
"1897",771471.561888305
"1898",223095.726677462
"1899",497528.389226254
"1900",682042.26035029
"1901",384015.220028061
"1902",1403877.16646438
"1903",269358.121966315
"1904",761592.489508901
"1905",410292.041914793
"1906",417512.958024341
"1907",787553.02794892
"1908",361254.204842043
"1909",294477.18896076
"1910",607921.636213538
"1911",823599.120575739
"1912",180765.847988872
"1913",1591468.87600125
"1914",840688.188667218
"1915",303938.993085953
"1916",111202.551858951
"1917",558865.316542575
"1918",550863.213666721
"1919",427467.648153768
"1920",762990.033592589
"1921",900097.428503197
"1922",585896.040688138
"1923",160792.221332794
"1924",546035.614197869
"1925",809588.61673789
"1926",725915.174213617
"1927",255425.137945904
"1928",281991.380758607
"1929",604103.313942398
"1930",433087.104217689
"1931",580870.462898168
"1932",277075.404271319
"1933",266475.008968224
"1934",689929.869263892
"1935",1049908.78145933
"1936",1100532.74723489
"1937",653255.784364567
"1938",260259.245094061
"1939",468458.289588089
"1940",95250.2527498439
"1941",463402.741947939
"1942",273851.002998503
"1943",472488.913709098
"1944",525467.583902251
"1945",253586.406903501
"1946",748230.398152875
"1947",296762.787105475
"1948",806194.245514142
"1949",556085.921923791
"1950",642769.736273612
"1951",249402.278858623
"1952",678788.597001932
"1953",681396.406250642
"1954",983490.26291185
"1955",469209.019048839
"1956",499637.697044513
"1957",251750.628083096
"1958",191970.808250627
"1959",1215171.78264622
"1960",514653.034432831
"1961",208676.43457746
"1962",850674.529418975
"1963",309319.128549333
"1964",149106.91246447
"1965",769275.238471466
"1966",771055.432844486
"1967",884604.895362362
"1968",413019.708924156
"1969",612863.180391769
"1970",418975.082489115
"1971",491374.325353371
"1972",346762.734564272
"1973",387790.180500477
"1974",556516.694619056
"1975",221286.133257037
"1976",285518.004211161
"1977",317951.956993461
"1978",489576.708266504
"1979",577131.655394966
"1980",1036288.63930491
"1981",566887.006871566
"1982",638240.243373727
"1983",135241.90806311
"1984",392198.263901535
"1985",337474.913606015
"1986",797085.24879804
"1987",841670.399695485
"1988",529925.794506358
"1989",486623.904972109
"1990",700336.710155423
"1991",263460.199356995
"1992",292529.030260669
"1993",986696.008932874
"1994",432339.568278834
"1995",932463.444654356
"1996",865709.307714967
"1997",1028019.41738218
"1998",471089.079272714
"1999",248806.637740808
"2000",338405.365214844
"2001",588675.895807234
"2002",238910.301619927
"2003",731095.209534096
"2004",556089.720476017
"2005",537777.987286192
"2006",492420.861284742
"2007",460595.11012165
"2008",609656.114111139
"2009",961045.622986292
"2010",485852.627008431
"2011",195914.107790719
"2012",396950.261697164
"2013",618934.546873881
"2014",526703.866214923
"2015",90612.9228403078
"2016",765118.901831543
"2017",401415.984882997
"2018",516444.043799423
"2019",277322.579270581
"2020",333757.362519443
"2021",588194.416635742
"2022",510392.93100579
"2023",320278.350373731
"2024",554341.245866732
"2025",392008.964526441
"2026",263516.3445453
"2027",397719.181782812
"2028",567195.566880123
"2029",219653.451478581
"2030",578839.792357654
"2031",407076.159013729
"2032",350947.484842897
"2033",572732.269149151
"2034",701019.615097961
"2035",371411.626666602
"2036",971496.409817906
"2037",446329.144807111
"2038",476645.703948784
"2039",498759.316312705
"2040",435957.820188098
"2041",518754.327555429
"2042",503268.113638788
"2043",672782.868054887
"2044",1620680.79901245
"2045",596915.469525191
"2046",231093.14499524
"2047",1033266.18519719
"2048",409202.339703935
"2049",240818.460689654
"2050",746469.865279017
"2051",825062.489706457
"2052",661411.905119608
"2053",662340.366999711
"2054",575650.914140888
"2055",628122.63303734
"2056",349213.749724323
"2057",456916.51899345
"2058",1803212.93311144
"2059",805557.206578855
"2060",675256.927220995
"2061",427588.269741169
"2062",432873.571516353
"2063",234122.238296561
"2064",1061817.1449891
"2065",262753.982465701
"2066",550061.994667575
"2067",359745.088128902
"2068",1380327.80211574
"2069",446434.722655116
"2070",1257823.01172404
"2071",357119.891610463
"2072",481400.126666564
"2073",328425.96423766
"2074",364679.130518585
"2075",105717.160718488
"2076",575827.750884868
"2077",298179.31206314
"2078",341488.761977249
"2079",731869.030412341
"2080",467408.123970307
"2081",265825.220758518
"2082",757921.221912301
"2083",386232.737656701
"2084",544473.907026908
"2085",541603.10613897
"2086",878330.607902788
"2087",703246.609272349
"2088",401425.642089073
"2089",487796.181381366
"2090",188636.704188133
"2091",353704.589957693
"2092",696903.753399076
"2093",414738.905548869
"2094",371036.598543527
"2095",319592.515734031
"2096",417949.38553994
"2097",463681.691822776
"2098",554346.30869886
"2099",560620.734426163
"2100",266867.635035312
"2101",399575.672522728
"2102",451790.525358975
"2103",612993.803381873
"2104",201337.891838866
"2105",45387.8457853669
"2106",400091.538246005
"2107",123368.318057045
"2108",430668.231988134
"2109",769768.632397051
"2110",229136.925822532
"2111",610822.610513365
"2112",672357.92103995
"2113",408090.602928715
"2114",433557.381523892
"2115",726174.687896966
"2116",1292232.16229588
"2117",302383.356936831
"2118",357071.258023433
"2119",503971.528029601
"2120",399427.699968303
"2121",1018318.34650855
"2122",1395183.65012144
"2123",1004869.41009986
"2124",547192.999107263
"2125",372180.867375622
"2126",428778.052936055
"2127",373510.140362993
"2128",523101.051606706
"2129",422992.491734637
"2130",211455.983860954
"2131",512544.351277969
"2132",626541.803474225
"2133",302975.909680897
"2134",385415.858072996
"2135",334036.790312463
"2136",552357.514054209
"2137",420548.528734456
"2138",413721.894632083
"2139",1247805.86487533
"2140",52992.6513652555
"2141",1510598.94703987
"2142",942717.593100743
"2143",596992.86663262
"2144",494061.42588364
"2145",509064.727160054
"2146",171752.249467152
"2147",348298.76484539
"2148",948218.300980673
"2149",510562.481294664
"2150",823191.571760399
"2151",454503.750157317
"2152",1273038.61094074
"2153",652005.726342258
"2154",493239.780338844
"2155",1160655.1168958
"2156",370387.32060168
"2157",589782.135602196
"2158",273878.475467397
"2159",252437.525028882
"2160",933337.598885301
"2161",477320.983839091
"2162",694635.476083974
"2163",497587.707556084
"2164",318016.800092087
"2165",789007.014322118
"2166",785037.442546619
"2167",429882.21748265
"2168",399115.22050914
"2169",273040.430379533
"2170",289672.293387172
"2171",712371.072912376
"2172",577951.72999192
"2173",405728.981520865
"2174",457516.201773377
"2175",632070.323943385
"2176",401283.185370823
"2177",695001.628723811
"2178",156812.735316122
"2179",154483.125530782
"2180",252184.636621135
"2181",1140831.31700849
"2182",723216.718440498
"2183",568919.975436095
"2184",551169.543009983
"2185",215046.442312107
"2186",206371.25327565
"2187",880222.697976423
"2188",494278.073418364
"2189",544140.211470182
"2190",206267.450561089
"2191",387545.051071454
"2192",483268.004374848
"2193",1197065.37882754
"2194",179533.004754931
"2195",1227656.56579969
"2196",461704.800774118
"2197",1280332.43005574
"2198",618098.468502062
"2199",915672.191182902
"2200",318705.024461865
"2201",210089.558306224
"2202",420515.674359764
"2203",139475.632147768
"2204",352477.254764993
"2205",300515.195207563
"2206",263926.281456808
"2207",715306.19833022
"2208",137625.54307964
"2209",470993.799028576
"2210",943541.600572684
"2211",1826120.24214372
"2212",175167.366909417
"2213",618774.47305281
"2214",762555.958720946
"2215",241183.014963497
"2216",312247.581681198
"2217",631807.880010576
"2218",248814.681490756
"2219",254565.310686015
"2220",519727.336540319
"2221",560314.399804957
"2222",351335.151284279
"2223",527864.475432533
"2224",388638.585644817
"2225",1203216.60398928
"2226",296593.570892712
"2227",368607.52609476
"2228",530778.068526191
"2229",188735.1324119
"2230",558343.529189646
"2231",418865.874716774
"2232",541393.356341984
"2233",647714.30233006
"2234",913436.078270826
"2235",731498.472395972
"2236",529434.684465588
"2237",279605.308922747
"2238",1024014.89754785
"2239",497001.969982088
"2240",362189.407820176
"2241",228828.147641273
"2242",290866.207178322
"2243",730297.520971541
"2244",224485.198159334
"2245",141869.864702414
"2246",242509.975731827
"2247",338308.114695395
"2248",534980.820487576
"2249",780606.835619127
"2250",642061.55403686
"2251",156180.61274253
"2252",743436.13531694
"2253",1422653.01540207
"2254",267423.275199349
"2255",181941.162838933
"2256",958216.728622898
"2257",789015.227238985
"2258",689089.021088562
"2259",481931.466994348
"2260",297170.618818827
"2261",229970.777092858
"2262",458224.994065977
"2263",520955.966903371
"2264",934458.78342653
"2265",424866.385424437
"2266",533885.215701166
"2267",311751.841124472
"2268",508162.842678971
"2269",433887.034187308
"2270",93560.2247220918
"2271",206093.10311625
"2272",191326.50839973
"2273",754396.46806253
"2274",617714.033459658
"2275",837545.010586043
"2276",620950.483106198
"2277",566309.476305935
"2278",673400.852266047
"2279",281819.994181879
"2280",332877.653880045
"2281",414185.197907846
"2282",535977.381588829
"2283",877005.676184204
"2284",249506.065026197
"2285",189452.85121454
"2286",447377.153377706
"2287",251841.158124678
"2288",286354.227840754
"2289",2122262.14307386
"2290",461728.451820618
"2291",108545.151016382
"2292",394602.492400468
"2293",188777.345064603
"2294",1045300.603854
"2295",328677.953740662
"2296",807740.258296494
"2297",231451.643846128
"2298",254019.108751651
"2299",316349.379156871
"2300",281993.446574067
"2301",1169582.05782009
"2302",528409.261476525
"2303",419698.093823444
"2304",341189.086526927
"2305",329244.948679098
"2306",536974.112331002
"2307",174617.051104619
"2308",656411.546062987
"2309",286786.449075576
"2310",814682.117170989
"2311",387554.232742965
"2312",1377147.76457445
"2313",529873.81065563
"2314",816748.940995818
"2315",711172.712390119
"2316",272175.598710464
"2317",609214.844484572
"2318",927357.130197423
"2319",393594.709572979
"2320",160407.796593378
"2321",574491.307075918
"2322",465559.000192315
"2323",250553.344724699
"2324",542605.583648648
"2325",433257.21204993
"2326",692551.889444841
"2327",536571.619562965
"2328",902998.125998115
"2329",1365256.63865406
"2330",480018.533032537
"2331",689625.982985181
"2332",926776.12729378
"2333",155144.582944353
"2334",825972.328635008
"2335",446631.428840931
"2336",341588.869070807
"2337",702525.688856592
"2338",507056.183831834
"2339",955315.790663257
"2340",215311.081800746
"2341",617509.414686791
"2342",480157.559765969
"2343",427138.314478207
"2344",1164993.06601665
"2345",151801.265273766
"2346",536957.00640763
"2347",1264694.48270959
"2348",763976.795275965
"2349",446018.607369198
"2350",521456.041386277
"2351",567691.827991223
"2352",1173524.47319209
"2353",659338.775654276
"2354",404019.607181459
"2355",693189.626243084
"2356",383844.395371877
"2357",700248.829919895
"2358",436528.115864937
"2359",216460.691504285
"2360",675868.623991671
"2361",831973.775390411
"2362",529440.860694457
"2363",556383.250717652
"2364",267075.249399592
"2365",359850.738857538
"2366",447061.44931286
"2367",179717.706930973
"2368",431496.827632576
"2369",178184.977190083
"2370",772119.279667096
"2371",521109.864416085
"2372",801520.299580987
"2373",303369.640530946
"2374",623818.096833572
"2375",475827.743699651
"2376",1820979.71321432
"2377",529127.808362664
"2378",1294289.46718901
"2379",683675.491690191
"2380",336909.995385366
"2381",977169.149990726
"2382",542402.656776446
"2383",206822.615497328
"2384",226967.411850978
"2385",1133585.98145124
"2386",299806.89628981
"2387",641319.670747312
"2388",66824.7652201061
"2389",489569.674236966
"2390",477622.784150969
"2391",425205.676212547
"2392",1009478.06031468
"2393",684101.732017619
"2394",202527.156244194
"2395",373667.140670785
"2396",541838.588356024
"2397",304743.059669501
"2398",1143314.38369926
"2399",793222.42504586
"2400",255257.898780658
"2401",505733.059499516
"2402",384498.467306333
"2403",281832.342213581
"2404",1334889.64096329
"2405",467534.012393649
"2406",1061376.4353876
"2407",251960.450295836
"2408",1220810.70582228
"2409",799324.491681339
"2410",331104.445947844
"2411",949423.658115155
"2412",955808.183874889
"2413",259557.076831403
"2414",393669.454109237
"2415",394839.337643473
"2416",546237.102637422
"2417",621545.221418176
"2418",1867470.77996512
"2419",381409.372658854
"2420",534313.868536815
"2421",781241.935479466
"2422",226685.638285407
"2423",233902.263613259
"2424",143795.808525031
"2425",253318.922974836
"2426",268402.046743857
"2427",1038623.90052179
"2428",687694.709651512
"2429",696439.698134191
"2430",584454.984395827
"2431",223279.177748787
"2432",1023359.36442352
"2433",491474.701918113
"2434",671591.895945842
"2435",275980.721533937
"2436",262979.668848586
"2437",1125619.30569827
"2438",1668632.71097646
"2439",805254.897974255
"2440",315193.055318851
"2441",477337.650201745
"2442",268746.476903124
"2443",79631.2987201601
"2444",455544.619356777
"2445",674830.603517725
"2446",864541.246706743
"2447",273678.341469581
"2448",784553.048100273
"2449",418045.150792532
"2450",260738.994302405
"2451",441114.6898935
"2452",341346.56863197
"2453",425180.097909135
"2454",718135.735415859
"2455",216853.246385114
"2456",551002.723759488
"2457",303102.692233008
"2458",473688.478121345
"2459",483091.772734954
"2460",551375.039889524
"2461",1921920.11672886
"2462",346303.731853576
"2463",574843.024342521
"2464",574819.686498988
"2465",366084.739286215
"2466",421279.461398233
"2467",297732.548452385
"2468",942759.531927077
"2469",1129519.34830222
"2470",813072.257437309
"2471",283728.814107469
"2472",442207.452088332
"2473",432628.921975182
"2474",608482.482703205
"2475",310779.965774859
"2476",465453.680934426
"2477",426834.524965967
"2478",1462606.75995305
"2479",779587.51195409
"2480",247076.014560735
"2481",370729.791568986
"2482",503555.580125902
"2483",483561.228608358
"2484",331402.893777209
"2485",288406.401782335
"2486",449910.103253365
"2487",299453.535095649
"2488",266204.809435136
"2489",424548.610427292
"2490",541643.654858647
"2491",509991.227227528
"2492",745081.759370102
"2493",207188.772372722
"2494",266677.1340546
"2495",576686.79846045
"2496",358243.649196144
"2497",887619.975613589
"2498",735266.583991614
"2499",172081.133383151
"2500",564733.999931235
"2501",325784.28404417
"2502",995346.848549511
"2503",166803.963272554
"2504",450856.988802921
"2505",484908.600147371
"2506",726854.818653306
"2507",234666.931963437
"2508",2609384.88720935
"2509",489269.738176403
"2510",580085.90809964
"2511",149611.787486468
"2512",303304.317372718
"2513",660318.487408018
"2514",304382.970670758
"2515",346937.432637073
"2516",331491.815609624
"2517",211779.294605199
"2518",343975.229583416
"2519",549311.922164264
"2520",437545.189083132
"2521",333065.625235909
"2522",760505.00264243
"2523",237451.5039052
"2524",522277.498614292
"2525",607808.909748248
"2526",427116.957023543
"2527",307827.288231845
"2528",436515.539456235
"2529",356667.369832037
"2530",479426.849825418
"2531",610741.529320947
"2532",560108.793052064
"2533",242063.977887686
"2534",1270555.79456928
"2535",579240.451808236
"2536",500254.038014787
"2537",387157.229031299
"2538",1242458.43281017
"2539",612209.684769026
"2540",366633.758977339
"2541",1218044.73199851
"2542",1292195.95018942
"2543",722591.353282151
"2544",422255.974723935
"2545",266953.545881973
"2546",911411.908265058
"2547",236263.14164816
"2548",1066107.32224925
"2549",561477.203405077
"2550",448837.923672338
"2551",489581.445942882
"2552",229271.69198784
"2553",723083.101372363
"2554",365257.062391643
"2555",370819.68142165
"2556",471309.401810428
"2557",715602.386319698
"2558",224164.728791928
"2559",429130.057813919
"2560",249112.621348343
"2561",465581.476613146
"2562",242636.650467734
"2563",644396.213879241
"2564",638840.501608658
"2565",880763.311379766
"2566",486166.855610631
"2567",921427.908045514
"2568",678117.265626273
"2569",527823.014392566
"2570",1086893.93102231
"2571",539458.408092545
"2572",319218.614616071
"2573",516205.170726526
"2574",490640.763023965
"2575",1505831.22455549
"2576",291182.850409442
"2577",745095.854076194
"2578",526579.089571751
"2579",616462.803358821
"2580",300990.345948413
"2581",1063912.56066875
"2582",221526.959376901
"2583",272598.717400091
"2584",336005.761110632
"2585",368465.737172276
"2586",508506.52807247
"2587",752003.780537082
"2588",287184.370040821
"2589",445363.934979617
"2590",475972.887821086
"2591",517371.328576109
"2592",258704.514089248
"2593",235547.11397582
"2594",732997.731332403
"2595",581444.413628937
"2596",844835.338587775
"2597",466151.423622131
"2598",586398.963379745
"2599",801606.46114534
"2600",498202.900969609
"2601",225102.635457817
"2602",285121.743962664
"2603",739374.191415737
"2604",332302.221966211
"2605",155018.698574152
"2606",728852.079204797
"2607",796619.33248239
"2608",260142.436946974
"2609",756266.829570895
"2610",1002300.29544859
"2611",588128.275898884
"2612",182596.721550714
