"","s=0.01"
"1358",1965498.62758344
"1359",422146.383564602
"1360",907035.899636251
"1361",400666.760685263
"1362",368313.179274822
"1363",653049.053857369
"1364",390073.851217678
"1365",579299.489992664
"1366",1592389.08211258
"1367",466787.297398595
"1368",391398.140072996
"1369",1224187.11296716
"1370",398501.645283106
"1371",666081.199788741
"1372",290925.162669594
"1373",628842.995782165
"1374",503617.469806579
"1375",308426.130539413
"1376",299213.582524075
"1377",427305.53552534
"1378",372343.57807352
"1379",427392.831751701
"1380",395138.557725428
"1381",695592.334937491
"1382",792799.981797354
"1383",347047.935924511
"1384",501901.060275362
"1385",377639.658852533
"1386",355453.294316555
"1387",276952.487542695
"1388",378760.895527238
"1389",346178.050979779
"1390",368244.298907572
"1391",429067.447717325
"1392",324414.517876978
"1393",315443.44906834
"1394",565463.055287074
"1395",486882.699772694
"1396",575188.433198741
"1397",343711.525803438
"1398",541047.349562686
"1399",470545.02067625
"1400",609250.215961094
"1401",461549.009924308
"1402",370587.546504586
"1403",565103.106247004
"1404",299717.793448058
"1405",547069.373359146
"1406",672885.655046735
"1407",288218.587019795
"1408",634494.671762836
"1409",423230.261827895
"1410",430411.49835599
"1411",448544.470069065
"1412",328901.803502058
"1413",472934.214653514
"1414",297208.144640617
"1415",527780.379710814
"1416",505325.750422387
"1417",373958.732182419
"1418",367725.767410425
"1419",321087.957446529
"1420",402048.881834185
"1421",396418.563405697
"1422",308953.622770574
"1423",324450.376031011
"1424",533419.232540343
"1425",708894.65792503
"1426",351392.49685385
"1427",550174.688973724
"1428",2254701.91299042
"1429",461576.168393199
"1430",465283.657312791
"1431",728875.708370515
"1432",379756.076460212
"1433",280521.535753405
"1434",400190.397976993
"1435",592346.243341427
"1436",510978.079028788
"1437",464921.766638721
"1438",536809.974799584
"1439",376909.23209102
"1440",398039.212020348
"1441",296448.051705575
"1442",291955.596791442
"1443",289591.292480584
"1444",377053.983729929
"1445",370989.853161925
"1446",404078.552454323
"1447",700539.564467963
"1448",423582.562531606
"1449",375504.074141194
"1450",716824.155222628
"1451",358770.853021843
"1452",290486.375813284
"1453",545126.283615848
"1454",358345.398175689
"1455",389525.798263803
"1456",356633.134571707
"1457",488222.443892592
"1458",313840.782024735
"1459",449550.158791033
"1460",314450.443129301
"1461",487948.953907571
"1462",277280.877362592
"1463",430734.042683735
"1464",460710.181680875
"1465",349048.696377843
"1466",414926.720965848
"1467",910197.278510342
"1468",402289.669325115
"1469",399730.724175769
"1470",571963.858692459
"1471",269098.69455398
"1472",633387.785463265
"1473",365097.471470074
"1474",341111.522663329
"1475",313421.082590848
"1476",308632.047147654
"1477",384333.842663294
"1478",330641.993765861
"1479",492164.268185613
"1480",373522.496222574
"1481",325827.486408881
"1482",642327.012850769
"1483",419112.882119374
"1484",406666.661783432
"1485",480467.643244118
"1486",309179.730318912
"1487",549306.734899611
"1488",857105.360571064
"1489",495864.24573267
"1490",780256.489194191
"1491",457420.036493338
"1492",499763.915493422
"1493",494255.625568227
"1494",297861.924837706
"1495",449916.526868707
"1496",355337.084411061
"1497",388823.382715778
"1498",411640.152896446
"1499",414423.934671833
"1500",1007577.03642396
"1501",308699.605840989
"1502",377333.674469001
"1503",895873.715033083
"1504",288655.409212597
"1505",339239.971666826
"1506",468327.753026603
"1507",646120.906812239
"1508",336994.330374523
"1509",476541.406741669
"1510",407537.191640367
"1511",491152.756841883
"1512",318059.794464894
"1513",282675.358073654
"1514",296832.729191572
"1515",826906.293833457
"1516",357448.508814272
"1517",697444.151349114
"1518",710243.373521589
"1519",472352.231841032
"1520",490667.576020216
"1521",461629.196227451
"1522",383035.353273133
"1523",323966.005220778
"1524",526162.140521767
"1525",488542.47092997
"1526",307522.150844507
"1527",327898.964810151
"1528",517839.141250085
"1529",337645.614688235
"1530",336406.556171465
"1531",351560.371981912
"1532",361744.836417425
"1533",1228451.50892961
"1534",367826.189774651
"1535",511141.267629124
"1536",532204.266606147
"1537",322422.024741625
"1538",388756.725982435
"1539",466368.193498491
"1540",584962.352830789
"1541",735031.999951714
"1542",443811.884455327
"1543",343874.881135478
"1544",360913.16254544
"1545",336363.554308295
"1546",1262198.7158831
"1547",575555.385359832
"1548",426867.797071652
"1549",517272.00794726
"1550",323609.213591312
"1551",374061.784648285
"1552",346630.183107918
"1553",298990.72793639
"1554",283706.070205373
"1555",280055.340409463
"1556",1667025.92663569
"1557",587890.578572443
"1558",340795.080555182
"1559",516356.104761589
"1560",456364.345952556
"1561",383241.984431644
"1562",326709.924775603
"1563",447179.961280035
"1564",535945.992274857
"1565",697715.148870048
"1566",777448.972615753
"1567",375461.937253583
"1568",328581.145651146
"1569",525824.610611355
"1570",1081212.99284158
"1571",784894.99558945
"1572",336350.485377511
"1573",468959.04872313
"1574",383358.257835465
"1575",679573.014153958
"1576",452079.080452368
"1577",522389.218557768
"1578",341857.024693441
"1579",324309.34522428
"1580",339104.664576292
"1581",409359.878379353
"1582",346917.950313689
"1583",363366.29283777
"1584",413801.896429789
"1585",1108252.28277952
"1586",321114.347936658
"1587",554415.014884753
"1588",1083897.36887898
"1589",449648.966079724
"1590",315575.257144433
"1591",344055.565217057
"1592",318209.942242411
"1593",415630.884329703
"1594",383243.927770766
"1595",302628.373814516
"1596",435157.473666342
"1597",285212.549742431
"1598",1672585.21912908
"1599",396632.444275839
"1600",369859.509901589
"1601",283042.580951193
"1602",396888.848030433
"1603",272953.293221717
"1604",391515.502538228
"1605",393281.377260682
"1606",462333.553866329
"1607",811846.532915306
"1608",292171.555813439
"1609",371024.109332943
"1610",318872.016125848
"1611",439141.815451422
"1612",281128.658032549
"1613",338018.044568674
"1614",422735.493052966
"1615",441369.921313157
"1616",315855.851542728
"1617",354307.440557543
"1618",592417.557082304
"1619",384784.010042476
"1620",405989.29439536
"1621",275378.751615665
"1622",390251.222330778
"1623",272029.242380782
"1624",471870.784649505
"1625",512660.59488487
"1626",346930.728636865
"1627",414347.914800928
"1628",393191.176511481
"1629",336601.939490779
"1630",507739.261175016
"1631",744476.670013023
"1632",274868.649441129
"1633",656521.856041849
"1634",1277153.82675041
"1635",293579.742262845
"1636",324528.148690245
"1637",364885.482317886
"1638",346310.50450757
"1639",479753.519939502
"1640",358578.753977392
"1641",682623.983780687
"1642",594374.109648287
"1643",432081.819413918
"1644",655668.470526916
"1645",351849.5637145
"1646",439462.429389632
"1647",306606.341443461
"1648",837957.948393495
"1649",552192.701193302
"1650",277657.079273647
"1651",332825.690544616
"1652",387325.030725408
"1653",409970.53390359
"1654",444819.631794573
"1655",461627.902027937
"1656",372931.212838239
"1657",300307.253563027
"1658",755515.695696885
"1659",463436.369731644
"1660",340617.650527181
"1661",466144.300460281
"1662",344701.903729216
"1663",253444.187990419
"1664",641181.735900708
"1665",573864.16293528
"1666",396867.230825489
"1667",535501.339918032
"1668",538077.514731831
"1669",545963.976132985
"1670",826933.344729526
"1671",321318.669125774
"1672",326147.045951464
"1673",697485.504688853
"1674",330355.999169549
"1675",352011.290339222
"1676",254664.543263007
"1677",372327.76355316
"1678",1016437.41804015
"1679",368609.572083578
"1680",378679.239211176
"1681",469710.735252387
"1682",301663.544484827
"1683",417657.123505777
"1684",342048.239667945
"1685",497942.062162153
"1686",568500.856271343
"1687",304813.50047611
"1688",376731.027410465
"1689",390424.613575431
"1690",295556.29908549
"1691",406061.194732849
"1692",406700.068303897
"1693",554949.616157491
"1694",377794.55516757
"1695",361305.211952675
"1696",376339.665605254
"1697",356287.072245291
"1698",1122221.4149124
"1699",359383.611377092
"1700",481311.459998342
"1701",652698.552549429
"1702",285809.769761467
"1703",326087.428574333
"1704",405010.083355406
"1705",391926.888722881
"1706",535105.980924243
"1707",571529.044305042
"1708",508643.863458153
"1709",381461.270380471
"1710",356848.490927872
"1711",468432.095743865
"1712",340164.586324578
"1713",413052.076496888
"1714",536091.777808061
"1715",650693.609048703
"1716",262445.681695361
"1717",635562.57381319
"1718",786662.866923727
"1719",368401.009284576
"1720",328675.144186819
"1721",473601.72766237
"1722",605378.046302403
"1723",551578.333609031
"1724",333420.177306258
"1725",1055375.6987318
"1726",369128.837958879
"1727",620141.008713639
"1728",764562.870718694
"1729",437382.394861058
"1730",438373.722852943
"1731",503484.863742795
"1732",438118.567022757
"1733",287297.49043666
"1734",352419.281777207
"1735",481482.031975055
"1736",668072.195868018
"1737",500080.002587354
"1738",594624.899749124
"1739",428647.231201707
"1740",325900.093514502
"1741",411091.018725029
"1742",437781.56655805
"1743",256277.158317363
"1744",307511.940061558
"1745",317265.230040244
"1746",406774.619218268
"1747",521884.654450325
"1748",339883.538631238
"1749",305171.153237129
"1750",389959.60007071
"1751",462154.466598432
"1752",838352.219750774
"1753",384830.08209391
"1754",510793.945053327
"1755",426824.001521671
"1756",684572.995511179
"1757",752662.319474202
"1758",408393.291022435
"1759",430837.953048845
"1760",364538.639328599
"1761",676558.954671321
"1762",552982.942610953
"1763",323555.483449623
"1764",457154.336401799
"1765",670524.927960985
"1766",628553.572677208
"1767",384555.223684585
"1768",425855.48315619
"1769",407352.201979001
"1770",322446.313661577
"1771",343004.709961472
"1772",746004.560867372
"1773",358383.704014194
"1774",558089.33508932
"1775",442625.85435512
"1776",440849.45357513
"1777",455893.874995764
"1778",409667.766121725
"1779",381855.926878615
"1780",421243.742577118
"1781",592818.09229267
"1782",555826.777859098
"1783",698225.67218664
"1784",345268.15241446
"1785",528378.702605238
"1786",834458.129916308
"1787",465666.80384015
"1788",1004605.66081634
"1789",543686.587387417
"1790",358676.184205658
"1791",514751.621509625
"1792",793511.848719971
"1793",490700.748089769
"1794",345662.862412828
"1795",719286.427635069
"1796",592182.42849321
"1797",312138.743912501
"1798",317407.325184065
"1799",370035.564324425
"1800",577098.000618991
"1801",428564.136415818
"1802",284552.623426326
"1803",368277.637975889
"1804",401920.959674289
"1805",351429.564360079
"1806",826690.69332461
"1807",710301.479816779
"1808",555317.085392216
"1809",299133.999886574
"1810",393671.716890663
"1811",497613.575209813
"1812",433860.907542345
"1813",478255.025222175
"1814",2133526.98064521
"1815",7676414.76120842
"1816",260250.149877411
"1817",614568.568988181
"1818",763537.563957605
"1819",338899.268499951
"1820",587044.123422096
"1821",423142.688383427
"1822",410090.340830206
"1823",483679.527198437
"1824",369116.200350168
"1825",1091804.54576913
"1826",375567.89331648
"1827",556830.133555721
"1828",277254.984383335
"1829",464013.094123606
"1830",568778.054644835
"1831",661197.473356408
"1832",304427.351464585
"1833",356382.919902713
"1834",463857.770761814
"1835",481742.926196027
"1836",499059.134560886
"1837",647767.072980843
"1838",373801.094937968
"1839",301259.413692006
"1840",490144.140629299
"1841",345675.062449825
"1842",326315.054786357
"1843",344398.25942069
"1844",382715.769275511
"1845",634354.978756544
"1846",339297.0805783
"1847",468478.03749261
"1848",399226.643110474
"1849",317593.406847169
"1850",300550.953950537
"1851",445349.837352515
"1852",336852.574130696
"1853",460094.763431249
"1854",523901.588055201
"1855",432732.977074387
"1856",317681.344308675
"1857",400385.175812865
"1858",397048.993056844
"1859",352412.688965656
"1860",345687.261643085
"1861",725498.128212857
"1862",731901.776937143
"1863",313599.819547575
"1864",431929.74280292
"1865",484691.200403501
"1866",507395.385787199
"1867",440804.082061819
"1868",423282.923317604
"1869",377767.401428268
"1870",386970.039526956
"1871",449528.714553506
"1872",386095.767194416
"1873",984460.903536061
"1874",288757.340857232
"1875",362519.78048852
"1876",367138.984204048
"1877",268412.483384058
"1878",294255.542863222
"1879",420220.925416537
"1880",590503.617520728
"1881",1092792.94893393
"1882",413309.829506022
"1883",496496.757355931
"1884",370525.401342121
"1885",414597.495486656
"1886",350432.56143761
"1887",316493.724958958
"1888",509832.778208848
"1889",392842.233077417
"1890",261732.430734284
"1891",336393.818415144
"1892",743795.676756923
"1893",336129.439799968
"1894",436637.650406766
"1895",685790.677012918
"1896",276798.928982103
"1897",644281.6870063
"1898",435681.547409269
"1899",297224.959900805
"1900",636317.355554556
"1901",511579.119139762
"1902",657753.667957976
"1903",438749.035146173
"1904",541587.59583216
"1905",488958.975241971
"1906",574715.912340737
"1907",757414.005735299
"1908",317078.617894759
"1909",420190.561463425
"1910",630031.231649839
"1911",615829.416566766
"1912",339367.04502488
"1913",1061608.40004972
"1914",880703.781725475
"1915",465019.241220955
"1916",312939.485261289
"1917",538398.731356502
"1918",461213.273686081
"1919",556841.991482031
"1920",584717.65426406
"1921",494372.769999125
"1922",619077.951501368
"1923",308605.757398947
"1924",434840.798060487
"1925",814970.263315465
"1926",399405.119633919
"1927",376361.045595815
"1928",421445.694963421
"1929",456199.842928997
"1930",538804.546661957
"1931",480475.945290012
"1932",350417.805763882
"1933",359871.745401797
"1934",695357.85611484
"1935",607869.491670116
"1936",745286.087377745
"1937",361494.076002579
"1938",354081.695999997
"1939",395711.954200443
"1940",286373.025554155
"1941",328631.759998017
"1942",339378.124190954
"1943",550845.972840337
"1944",364322.611940532
"1945",488578.656775475
"1946",532815.519059817
"1947",362654.667350567
"1948",924646.63699565
"1949",530939.498385403
"1950",633830.720095636
"1951",301761.012996167
"1952",710685.906674324
"1953",482438.418567191
"1954",952168.218095998
"1955",556775.577789937
"1956",588106.276604967
"1957",399014.203744914
"1958",315757.693683413
"1959",1363478.35947159
"1960",690035.17066437
"1961",374160.681557257
"1962",489985.825495843
"1963",393483.322437543
"1964",300439.56639104
"1965",586465.937929948
"1966",692574.593371278
"1967",416905.801252234
"1968",539115.186392563
"1969",478076.19007671
"1970",530125.12017303
"1971",501448.271050135
"1972",392040.242612692
"1973",379184.528901858
"1974",395980.564639356
"1975",347025.607754858
"1976",420229.371491019
"1977",312341.476249862
"1978",408845.935180521
"1979",369492.350778156
"1980",527247.238204755
"1981",489572.402050332
"1982",345538.350545861
"1983",301946.478851266
"1984",450169.682485686
"1985",488276.785879896
"1986",731136.159401113
"1987",483662.117042734
"1988",440359.319751081
"1989",411784.417951716
"1990",711383.045759998
"1991",346503.305659318
"1992",318307.588278429
"1993",1025459.90976621
"1994",472396.713180025
"1995",963327.744540072
"1996",784779.334191292
"1997",504102.543155148
"1998",524131.948540512
"1999",342449.765970962
"2000",327639.944505402
"2001",401409.619585343
"2002",374264.718684215
"2003",567644.254967511
"2004",540060.70754273
"2005",480046.419730761
"2006",324796.940580838
"2007",348856.136755083
"2008",459664.583931435
"2009",593203.758751473
"2010",426146.176647889
"2011",369621.330488369
"2012",462794.527700404
"2013",342741.849018279
"2014",353770.748138185
"2015",275010.674870396
"2016",623330.902258748
"2017",320339.58200518
"2018",719277.319042978
"2019",467478.866235307
"2020",470714.255418584
"2021",356987.484617482
"2022",292782.179086135
"2023",433674.536614361
"2024",485696.712917944
"2025",577840.537487689
"2026",306118.70907116
"2027",333865.747945604
"2028",333406.491080105
"2029",351099.61226224
"2030",312998.362440835
"2031",398254.414103807
"2032",388107.320981054
"2033",507290.539384773
"2034",654675.546214023
"2035",286645.897904717
"2036",385654.346346288
"2037",331770.81988012
"2038",494297.937503615
"2039",403691.238676334
"2040",378757.209846307
"2041",346375.790753227
"2042",372562.871151928
"2043",456407.435217386
"2044",1649855.35183996
"2045",387763.527476492
"2046",386512.857882092
"2047",1013892.67960189
"2048",380437.936255863
"2049",289994.209029063
"2050",509328.334427216
"2051",514155.576212372
"2052",646830.920526574
"2053",305676.415321831
"2054",509298.553220382
"2055",479716.548238032
"2056",464513.350941578
"2057",456713.461793242
"2058",1321100.24425779
"2059",428746.969747331
"2060",434031.570490286
"2061",547952.278650793
"2062",490229.187473848
"2063",408896.287811765
"2064",797640.237547968
"2065",430361.031184288
"2066",606632.851232182
"2067",362313.070419874
"2068",1664026.39440779
"2069",377349.358051798
"2070",785535.856057318
"2071",536570.804211393
"2072",508875.58232027
"2073",403823.540266553
"2074",425769.189644206
"2075",290210.373936874
"2076",516927.583996372
"2077",303678.589195429
"2078",302142.784825328
"2079",803698.788696482
"2080",445709.068628917
"2081",478912.392200326
"2082",727689.082799187
"2083",423125.276618652
"2084",610311.88249981
"2085",453048.293252133
"2086",797766.878565409
"2087",599263.434389323
"2088",518538.923117371
"2089",334517.009899105
"2090",319987.150444274
"2091",320246.609884468
"2092",371045.917560644
"2093",381980.251292172
"2094",580533.632468472
"2095",538496.217676447
"2096",397182.952904817
"2097",615062.489888588
"2098",556188.742010091
"2099",598190.568512535
"2100",406431.399103682
"2101",420992.009571855
"2102",442820.804879226
"2103",386857.958016586
"2104",302379.026922235
"2105",305205.221663707
"2106",395944.540833831
"2107",306470.310990536
"2108",370829.76166651
"2109",626953.71130658
"2110",304403.257900394
"2111",446170.894660123
"2112",605021.775076931
"2113",416293.251658331
"2114",398711.006258132
"2115",588442.54896396
"2116",1383072.60039547
"2117",293297.328827985
"2118",533048.159593341
"2119",798779.362427414
"2120",451334.280228451
"2121",1029492.13784233
"2122",639609.145663655
"2123",899598.672358333
"2124",473033.709810428
"2125",468662.046691232
"2126",482209.917734525
"2127",515222.886156198
"2128",311079.61937196
"2129",382528.418575533
"2130",377802.898653227
"2131",440665.84918023
"2132",481984.638043974
"2133",307104.280908639
"2134",451184.231519539
"2135",499747.182783764
"2136",508488.651946008
"2137",519432.030753519
"2138",405728.595897179
"2139",600645.780357173
"2140",265360.634880574
"2141",2325848.6419502
"2142",504787.397015938
"2143",399886.697935709
"2144",469253.27413518
"2145",561232.045768502
"2146",339780.405557879
"2147",405733.394680581
"2148",1053595.69391185
"2149",306556.801992603
"2150",429698.856091057
"2151",420755.105176973
"2152",1374595.98175073
"2153",386131.56692809
"2154",551561.922726233
"2155",657124.192406202
"2156",515531.322773822
"2157",423493.660401948
"2158",456038.681184522
"2159",299333.852525838
"2160",506214.721159676
"2161",493576.928979067
"2162",667443.125336349
"2163",505221.049976437
"2164",323491.958185903
"2165",563942.543551849
"2166",682686.365677528
"2167",307922.89455368
"2168",338860.872655355
"2169",419281.107675313
"2170",463812.58054554
"2171",711293.30308698
"2172",500425.359799209
"2173",284154.16408117
"2174",332268.983895214
"2175",507379.8641396
"2176",600650.173878097
"2177",521463.73923086
"2178",303637.935973118
"2179",336641.125466428
"2180",381509.943297139
"2181",522075.23345573
"2182",387885.018316139
"2183",568030.513836017
"2184",452479.482271814
"2185",401830.352817633
"2186",387887.60395675
"2187",809935.092166356
"2188",353867.314470416
"2189",598745.548365113
"2190",396428.530962064
"2191",338196.303342082
"2192",336973.353594871
"2193",708533.230351006
"2194",290377.481396683
"2195",501328.869390487
"2196",322606.734988664
"2197",1260009.38468087
"2198",511250.302238666
"2199",641858.394549916
"2200",505684.717926827
"2201",382458.124916974
"2202",473560.629466466
"2203",280599.825859819
"2204",565742.661614681
"2205",383091.604592662
"2206",337743.676111141
"2207",364939.817354359
"2208",346478.669619048
"2209",501021.135871764
"2210",1105174.85411448
"2211",977460.633646653
"2212",337119.597868626
"2213",383582.270178201
"2214",443648.361776188
"2215",356071.126727974
"2216",275242.69177067
"2217",540836.933239515
"2218",346355.293110745
"2219",332728.189918648
"2220",358754.813508139
"2221",363690.82709056
"2222",397803.624983925
"2223",583111.648829344
"2224",525274.099965899
"2225",585100.530926339
"2226",432924.593795004
"2227",445857.033010781
"2228",424601.762144649
"2229",325216.586780362
"2230",566399.803309781
"2231",337259.497162096
"2232",520906.777296099
"2233",363077.017666592
"2234",965881.366576613
"2235",555063.939248604
"2236",518525.693722046
"2237",410752.361781778
"2238",802232.383676244
"2239",435069.164986258
"2240",406116.916488285
"2241",278596.89848446
"2242",577098.319634594
"2243",545095.492668471
"2244",394960.643724558
"2245",325622.393335786
"2246",464258.06512826
"2247",501016.703888849
"2248",495738.932634398
"2249",615399.189092487
"2250",529768.588760628
"2251",321714.856243474
"2252",336010.405760154
"2253",1504915.63068416
"2254",409695.213444321
"2255",263904.929466721
"2256",634734.507294489
"2257",523048.178922643
"2258",441034.572025406
"2259",465352.182319196
"2260",447946.904899361
"2261",413277.454989234
"2262",408701.174377666
"2263",335967.191517307
"2264",679069.28828683
"2265",380491.406609324
"2266",301461.649707454
"2267",378378.098832858
"2268",334295.655339698
"2269",354400.174002445
"2270",347134.935046894
"2271",360943.274746795
"2272",324908.814897308
"2273",649775.773592281
"2274",464614.364908465
"2275",642975.638939623
"2276",466891.500660833
"2277",364248.778666215
"2278",591237.907291126
"2279",300405.639368227
"2280",403626.87326402
"2281",362460.362474168
"2282",339376.315636413
"2283",870901.88886826
"2284",304665.505385794
"2285",364242.613634938
"2286",345300.42448826
"2287",358615.707763337
"2288",424758.876112663
"2289",1242066.38517418
"2290",350522.924488843
"2291",268631.062082189
"2292",291316.541446356
"2293",357739.216821483
"2294",653053.191197748
"2295",435107.534485751
"2296",567522.321424559
"2297",395128.245851956
"2298",395128.245851956
"2299",291279.866165893
"2300",364169.713992312
"2301",910269.4206589
"2302",606196.233403768
"2303",567140.370338383
"2304",287673.028682569
"2305",514472.62670495
"2306",296948.254076785
"2307",340147.232695432
"2308",427673.82102806
"2309",311539.723531792
"2310",639023.568152255
"2311",455145.886744438
"2312",512629.591782186
"2313",485734.554490282
"2314",556472.086420696
"2315",327560.42550825
"2316",295346.961816016
"2317",452474.74804365
"2318",832776.346801109
"2319",363133.322492136
"2320",332012.830426456
"2321",281869.830634131
"2322",387618.038176285
"2323",406483.022549427
"2324",438944.285662103
"2325",484418.332219919
"2326",879502.588236213
"2327",806908.472232106
"2328",835842.541555089
"2329",1009642.29308625
"2330",329449.285045102
"2331",620841.562729133
"2332",684831.046942726
"2333",394850.565495749
"2334",453133.857256233
"2335",596492.12086523
"2336",466947.872015782
"2337",735536.816833136
"2338",423790.520442801
"2339",1009272.77043384
"2340",391108.383354027
"2341",423800.461114617
"2342",379191.671476102
"2343",347344.05733372
"2344",639871.667111931
"2345",343178.548768385
"2346",556072.040980336
"2347",714949.078499069
"2348",407158.813654604
"2349",302109.770385293
"2350",520490.187890174
"2351",422869.350670899
"2352",829588.68613782
"2353",418024.662001997
"2354",351328.225123184
"2355",738071.55844385
"2356",456360.231165182
"2357",516816.527374823
"2358",540607.414941516
"2359",351198.424289146
"2360",704545.931310304
"2361",631208.436924858
"2362",526053.725528429
"2363",334594.391620236
"2364",309813.194603787
"2365",572535.951838582
"2366",426469.084907693
"2367",377657.274805916
"2368",420468.687618315
"2369",317683.116543916
"2370",430313.802274745
"2371",513925.507194876
"2372",620309.370405877
"2373",537484.159455937
"2374",617618.752657762
"2375",573102.434032817
"2376",1197858.06409313
"2377",597490.086973719
"2378",873515.83748125
"2379",693609.050801417
"2380",445292.776947527
"2381",733488.833793528
"2382",379366.503641079
"2383",331297.422989428
"2384",287775.809140644
"2385",784726.807847513
"2386",424090.862914305
"2387",633452.224415649
"2388",266263.961745883
"2389",511900.200430953
"2390",322308.360875464
"2391",410695.104967459
"2392",427646.219333761
"2393",367241.757514087
"2394",349154.452573775
"2395",413130.254434403
"2396",364816.709098469
"2397",308035.986306272
"2398",1055503.04000607
"2399",455432.729839087
"2400",445633.237923533
"2401",329831.329763115
"2402",396453.386682732
"2403",391373.108822875
"2404",1214734.04963468
"2405",330159.801290318
"2406",1154930.23071617
"2407",438435.344868211
"2408",558205.835546317
"2409",540880.512170112
"2410",328450.848507788
"2411",740669.49720685
"2412",770908.292729096
"2413",318230.707567957
"2414",402068.325534784
"2415",513900.808186044
"2416",396473.268616494
"2417",400681.506287472
"2418",1567186.51572611
"2419",521709.545386525
"2420",609180.17107228
"2421",538801.733940961
"2422",278850.119773631
"2423",325151.126137836
"2424",290123.559889923
"2425",283576.717257758
"2426",409002.942612941
"2427",640366.083178387
"2428",434908.138194469
"2429",515265.026072144
"2430",522576.284230108
"2431",354518.762968658
"2432",418988.586519464
"2433",458606.109870716
"2434",671174.394881032
"2435",437064.374896022
"2436",404380.26617148
"2437",1033311.87154654
"2438",794818.44878961
"2439",540277.11812429
"2440",504983.307685647
"2441",578734.568028906
"2442",394936.256952644
"2443",296259.493307263
"2444",374120.841426178
"2445",453558.739786764
"2446",862457.050229624
"2447",401370.568686409
"2448",386315.699729492
"2449",519036.78052155
"2450",403160.182327701
"2451",397216.354659429
"2452",470080.467607722
"2453",618586.438298491
"2454",326732.277190047
"2455",364663.355248104
"2456",554250.640584412
"2457",309189.47659034
"2458",471622.355262946
"2459",436256.873643883
"2460",562574.782523604
"2461",1298458.41937687
"2462",446512.198497629
"2463",532603.208764585
"2464",411413.874911051
"2465",368375.692915508
"2466",460532.203172752
"2467",392189.083213792
"2468",518711.984852517
"2469",1031077.30232367
"2470",666327.510109954
"2471",287005.839196046
"2472",344527.565624827
"2473",348333.967108629
"2474",765582.91582923
"2475",360279.159697661
"2476",424772.383097703
"2477",402141.63913759
"2478",1064227.71757782
"2479",386904.453744463
"2480",289106.294780332
"2481",437815.930708602
"2482",336496.600148602
"2483",316254.225952281
"2484",457617.268291136
"2485",310951.008552188
"2486",345801.18351297
"2487",429065.668645297
"2488",473926.260993387
"2489",264431.391981429
"2490",404616.996739539
"2491",375954.98041171
"2492",539807.015269823
"2493",263457.081209487
"2494",322332.163537496
"2495",379563.955704095
"2496",342701.631134907
"2497",740280.567606811
"2498",773704.011957655
"2499",311979.120185986
"2500",499228.967959093
"2501",491433.841124353
"2502",868624.097951448
"2503",358441.901886232
"2504",482767.408849593
"2505",480325.66374693
"2506",900354.281683438
"2507",400658.8068592
"2508",2647954.9227464
"2509",510293.905896028
"2510",357898.643058712
"2511",297981.407340458
"2512",300668.931535257
"2513",572250.402408097
"2514",331652.688553422
"2515",527262.713885749
"2516",463356.579533696
"2517",342544.421252185
"2518",470704.052373921
"2519",519487.50822048
"2520",345252.067492047
"2521",480031.547863
"2522",368375.135300451
"2523",291363.128633396
"2524",417783.712315635
"2525",378061.164054518
"2526",400006.26499196
"2527",453580.166241207
"2528",504356.103532136
"2529",303166.611285946
"2530",413309.385830936
"2531",886566.967676576
"2532",455829.696792224
"2533",402552.354830239
"2534",874139.326587428
"2535",469135.920390528
"2536",359062.827970841
"2537",515663.332180279
"2538",672580.999194592
"2539",537442.221624963
"2540",391600.946055717
"2541",818507.178895228
"2542",1364617.92373697
"2543",566775.643198054
"2544",428795.100529299
"2545",465971.179231984
"2546",869550.385539642
"2547",414797.25865403
"2548",653079.864064809
"2549",355120.732859945
"2550",413409.990630744
"2551",316115.98006672
"2552",283024.100005171
"2553",514242.538041747
"2554",402678.460247753
"2555",422589.341374161
"2556",372064.617467962
"2557",302107.18332926
"2558",378262.623546134
"2559",380177.272732571
"2560",296286.11588124
"2561",481933.039004219
"2562",440145.215205898
"2563",296286.610737248
"2564",417119.087211876
"2565",905057.423410122
"2566",298503.798216029
"2567",719185.365816605
"2568",605631.792121473
"2569",575884.710591185
"2570",361723.900233993
"2571",599242.298064459
"2572",488902.544669818
"2573",439394.620226593
"2574",383775.900261235
"2575",1157947.13955142
"2576",440543.157762368
"2577",432527.083542775
"2578",394205.531851831
"2579",636045.054479451
"2580",362907.1803184
"2581",665760.900889878
"2582",357791.444590743
"2583",423286.511901333
"2584",365863.504937512
"2585",457682.932686915
"2586",560660.947217907
"2587",680445.214287605
"2588",496211.05737664
"2589",292644.088289647
"2590",390663.50988004
"2591",455369.899002069
"2592",354013.25379882
"2593",320518.783812337
"2594",490478.168303821
"2595",489745.636812257
"2596",632918.957636065
"2597",284997.536491775
"2598",353045.248156853
"2599",558497.635886929
"2600",499892.878447896
"2601",309840.47758486
"2602",393995.152448896
"2603",519492.087978014
"2604",327848.185465605
"2605",296087.508831105
"2606",557331.217968847
"2607",644864.491452
"2608",333052.211557547
"2609",524509.15804903
"2610",1034192.91657058
"2611",526068.032065389
"2612",266798.753810839
"2613",385266.741853505
"2614",352672.138392905
"2615",761648.007386066
"2616",558845.489450933
"2617",512227.893382831
"2618",649363.038157501
"2619",353321.846103354
"2620",387124.80566968
"2621",467836.076660583
"2622",400962.327008825
"2623",902179.66122179
"2624",397792.762990306
