"","V1"
"1353",607880.869909654
"1354",643336.64397681
"1355",223774.547928558
"1356",819127.292337431
"1357",540563.706135029
"1358",2071611.56666878
"1359",286902.701778672
"1360",1247650.1748757
"1361",431274.663131292
"1362",179202.35485164
"1363",704970.758309798
"1364",264146.453662556
"1365",529285.450862467
"1366",1832723.68444014
"1367",351814.975263245
"1368",557463.328750554
"1369",2059409.34455347
"1370",344676.011830612
"1371",791094.539668996
"1372",80307.4389056427
"1373",786707.905826648
"1374",329279.625242092
"1375",149185.395034642
"1376",200215.101553198
"1377",593469.835106028
"1378",274458.977669959
"1379",308343.507999403
"1380",233516.537444781
"1381",611360.136056121
"1382",990264.190179835
"1383",270157.64704295
"1384",407151.979253741
"1385",218528.631389066
"1386",452065.066313126
"1387",406119.378855144
"1388",446356.602533322
"1389",218098.870563464
"1390",416312.204102026
"1391",848190.126088439
"1392",184851.547053371
"1393",623316.2344482
"1394",710772.955388512
"1395",392037.526937092
"1396",732886.596296776
"1397",313112.206354597
"1398",644793.664089959
"1399",259348.767111635
"1400",1011254.11721377
"1401",518839.095275972
"1402",576439.839991857
"1403",731591.387078626
"1404",262134.428812297
"1405",444137.193534845
"1406",635026.689167155
"1407",345809.239296827
"1408",584587.984027258
"1409",591028.371518261
"1410",374888.932704257
"1411",430799.290450548
"1412",480702.139525007
"1413",348900.504289442
"1414",508741.153476423
"1415",637821.683013593
"1416",742828.259916916
"1417",379931.738644516
"1418",521224.681206038
"1419",450070.688956999
"1420",212517.523138421
"1421",573655.393045449
"1422",616221.186673544
"1423",309465.002227169
"1424",521291.867388243
"1425",1341636.99445841
"1426",496430.537725349
"1427",582232.097102552
"1428",2052159.91837819
"1429",571628.886000724
"1430",684679.263639401
"1431",555442.310474679
"1432",534299.74745186
"1433",490999.242319969
"1434",624146.669440294
"1435",875793.324436127
"1436",635441.590954363
"1437",315042.990804682
"1438",498913.031835388
"1439",237262.035219452
"1440",268370.349815703
"1441",307661.239183242
"1442",453167.896458544
"1443",141541.287028663
"1444",447593.87699631
"1445",783967.883793147
"1446",588495.277679142
"1447",712353.171610264
"1448",426674.205150347
"1449",333954.997314912
"1450",851330.573805927
"1451",334037.56858455
"1452",397596.278670433
"1453",583137.295184296
"1454",238068.500684758
"1455",313991.326638554
"1456",395401.679094613
"1457",591809.946011123
"1458",488255.002780649
"1459",387491.457778643
"1460",450582.863651356
"1461",1088515.71468236
"1462",107292.689629768
"1463",349132.727616794
"1464",328305.763751039
"1465",488863.124650455
"1466",456621.087994991
"1467",832310.969184193
"1468",424913.75226989
"1469",656947.540611654
"1470",740691.693645882
"1471",388572.9674015
"1472",673137.323023687
"1473",299913.130030395
"1474",175995.660716363
"1475",455261.451490163
"1476",407894.689697586
"1477",341698.925863523
"1478",311151.281551431
"1479",492886.875920801
"1480",207430.97024223
"1481",382611.713523053
"1482",758549.869982054
"1483",580032.625407916
"1484",667043.173389588
"1485",559811.965797694
"1486",175265.172571215
"1487",369459.491896481
"1488",910942.620890609
"1489",941417.842563128
"1490",1459607.14757286
"1491",259067.020276876
"1492",621220.057000789
"1493",693474.338411177
"1494",470434.012641608
"1495",523925.786143214
"1496",220380.648855204
"1497",430027.193667184
"1498",460666.860675775
"1499",245981.190411309
"1500",2050672.31581062
"1501",275757.827681989
"1502",511104.849664837
"1503",1406548.47259312
"1504",357416.467046067
"1505",158300.621666693
"1506",418017.435727417
"1507",737025.077316373
"1508",395794.267508538
"1509",545011.502819489
"1510",571913.612642381
"1511",492396.140189534
"1512",351839.863059243
"1513",359575.83743281
"1514",246230.390069618
"1515",1208485.68562305
"1516",430488.482959917
"1517",566803.660294066
"1518",560148.682524505
"1519",408574.448476695
"1520",575007.260395833
"1521",732889.129591357
"1522",229990.38020382
"1523",209949.124825936
"1524",725121.066246174
"1525",695855.9945313
"1526",113306.997845436
"1527",329951.099055031
"1528",507981.243825018
"1529",333333.181921582
"1530",235623.496458383
"1531",160091.439119746
"1532",407444.523541616
"1533",1170639.96789873
"1534",361119.608407751
"1535",329714.059479757
"1536",500445.089583524
"1537",378298.525272833
"1538",436505.278339272
"1539",370006.194732347
"1540",644810.103805434
"1541",727331.672422914
"1542",675220.420036804
"1543",528518.658351901
"1544",115108.13900466
"1545",255927.80807382
"1546",1758909.6211307
"1547",598577.487016901
"1548",397720.820223688
"1549",383995.240393613
"1550",722770.0141824
"1551",317485.786942903
"1552",253645.810206993
"1553",78018.9307982776
"1554",450299.478172273
"1555",191208.15846535
"1556",2398379.22499206
"1557",789668.241603768
"1558",486439.198884091
"1559",285658.067683169
"1560",469148.441967236
"1561",377622.519430341
"1562",175439.112316129
"1563",415945.085907709
"1564",490568.529239644
"1565",999004.165158211
"1566",1095737.91702648
"1567",552767.459077608
"1568",399604.869741141
"1569",1018914.46098778
"1570",1732696.54629012
"1571",626431.945612793
"1572",320653.424332237
"1573",410121.205777402
"1574",401521.027427591
"1575",661033.203131856
"1576",489863.178380856
"1577",494120.73717404
"1578",634520.773847583
"1579",533668.642175433
"1580",305569.294643547
"1581",303516.137893119
"1582",452256.457662658
"1583",215171.511014115
"1584",350522.02295991
"1585",1136229.91788089
"1586",229674.094596316
"1587",388210.158968808
"1588",1565264.76433721
"1589",353245.821523631
"1590",288649.412713509
"1591",386445.752070464
"1592",405667.942194421
"1593",232135.617154545
"1594",534313.588692446
"1595",267893.559827533
"1596",231304.965771809
"1597",208728.279025897
"1598",1188428.79664073
"1599",758529.664821772
"1600",408353.052813697
"1601",203994.509821243
"1602",331156.492212353
"1603",241088.317805199
"1604",270477.610374952
"1605",345495.482743416
"1606",678432.72061214
"1607",682495.137759513
"1608",286316.079093323
"1609",560010.778034645
"1610",253629.408690001
"1611",591009.512248071
"1612",335578.532716943
"1613",217386.592904672
"1614",357845.008556974
"1615",519012.312224701
"1616",116412.155320381
"1617",339481.09414782
"1618",996709.943719519
"1619",693151.922495182
"1620",301519.57728164
"1621",178909.19709712
"1622",1182496.72743722
"1623",420141.911723235
"1624",287022.155692297
"1625",404361.519772962
"1626",279526.042352261
"1627",258644.370476524
"1628",300776.286734599
"1629",668570.636412051
"1630",911269.889155269
"1631",1257500.92569358
"1632",272414.27856806
"1633",787893.591918429
"1634",983636.171824724
"1635",453467.079594909
"1636",186370.484831125
"1637",219755.829147649
"1638",406775.553637563
"1639",553997.044527397
"1640",483288.400212333
"1641",1163940.34152745
"1642",361441.701706491
"1643",632079.907069557
"1644",637804.305246594
"1645",353578.856606607
"1646",494676.24614111
"1647",144397.184453679
"1648",987429.258577595
"1649",336609.845874911
"1650",262743.810366425
"1651",252789.119982278
"1652",417038.446429388
"1653",161813.614099764
"1654",486900.169165814
"1655",384733.507905031
"1656",529426.960198598
"1657",303021.756853757
"1658",1435397.48937147
"1659",308878.062249232
"1660",384151.691189075
"1661",258310.833941383
"1662",394307.454290432
"1663",230863.336850727
"1664",480307.981014694
"1665",583578.425511123
"1666",570969.817361852
"1667",513996.476836425
"1668",515531.72289333
"1669",476079.498194792
"1670",980250.465894185
"1671",273920.160263196
"1672",173544.745407566
"1673",649112.989283195
"1674",181982.573876014
"1675",320175.092917032
"1676",119876.559425779
"1677",403023.732029293
"1678",1178442.6066311
"1679",321804.15182858
"1680",654179.104191107
"1681",442351.903537921
"1682",131160.535062721
"1683",491496.703244409
"1684",211112.606616702
"1685",303730.81798199
"1686",943573.862975731
"1687",168488.400650226
"1688",646081.979191308
"1689",266107.157631988
"1690",220148.355502311
"1691",297808.650071915
"1692",284588.162117877
"1693",542445.763009859
"1694",173161.527438078
"1695",436338.556368465
"1696",338551.599876676
"1697",332025.473984776
"1698",1195078.18392642
"1699",304864.507530275
"1700",430449.566527351
"1701",514433.006567907
"1702",408038.009029795
"1703",265173.829016437
"1704",516788.337397525
"1705",354478.985959567
"1706",552094.376649062
"1707",655883.224083331
"1708",346690.086356798
"1709",522212.373919132
"1710",182755.686110014
"1711",519975.164324737
"1712",520863.894276481
"1713",460394.040790369
"1714",592368.54263453
"1715",668392.160267421
"1716",225468.150998323
"1717",737369.86925835
"1718",1175385.82965101
"1719",549006.486934856
"1720",228013.340525491
"1721",642329.673525819
"1722",958604.254451377
"1723",348998.573417014
"1724",234618.779479666
"1725",1157829.66312768
"1726",615882.369057878
"1727",798942.406738329
"1728",757668.602439215
"1729",773528.147701343
"1730",513019.897330439
"1731",355293.967956881
"1732",347358.785575396
"1733",278329.705065293
"1734",503254.261472993
"1735",539439.17724394
"1736",738770.544085569
"1737",409042.310050506
"1738",806779.061947853
"1739",237640.672799625
"1740",161028.247541101
"1741",265956.721606368
"1742",295669.466712716
"1743",241814.320815967
"1744",147223.192760071
"1745",446673.542166754
"1746",383423.339750634
"1747",1095796.57560432
"1748",490322.368451545
"1749",325677.351860617
"1750",229311.829268847
"1751",320125.384851131
"1752",943981.487116206
"1753",245781.238338031
"1754",599279.525152071
"1755",356418.257923955
"1756",904270.787626967
"1757",445822.311932097
"1758",381323.447998636
"1759",560289.579509016
"1760",468538.481167877
"1761",864871.6455154
"1762",862809.072635829
"1763",432688.301457577
"1764",321747.139417054
"1765",547754.311118226
"1766",834525.458786224
"1767",571937.99735319
"1768",728568.061842477
"1769",432039.676148322
"1770",365352.969438197
"1771",199742.448233856
"1772",513211.585655568
"1773",345541.043847783
"1774",382287.967651623
"1775",756999.838427061
"1776",239008.672620553
"1777",702884.861561808
"1778",370136.596444946
"1779",212125.366242696
"1780",394170.253370733
"1781",757167.363196459
"1782",365224.199288036
"1783",856585.040655127
"1784",389866.777468538
"1785",966046.695903922
"1786",813000.14804432
"1787",428096.412866361
"1788",1321364.7499349
"1789",454857.556125496
"1790",544938.8471463
"1791",745122.23792246
"1792",807716.664036001
"1793",455367.131845237
"1794",142481.318847363
"1795",616113.604525665
"1796",1124246.11687861
"1797",373772.614664877
"1798",358912.005458788
"1799",205713.452851735
"1800",1026985.79288127
"1801",272079.434841414
"1802",200736.880569504
"1803",709960.190469575
"1804",386168.922793788
"1805",479097.734058387
"1806",1007490.83649485
"1807",786163.086503028
"1808",633958.691664069
"1809",224161.801535769
"1810",679216.596720839
"1811",823590.081962073
"1812",258003.699631122
"1813",1427281.60943076
"1814",1449049.96037901
"1815",4802677.676702
"1816",273207.425664514
"1817",610443.646135401
"1818",660188.510488816
"1819",121894.453638115
"1820",633951.962919875
"1821",518467.233686321
"1822",570773.287585325
"1823",341120.142157121
"1824",301979.887886897
"1825",1183277.40950937
"1826",416686.142228707
"1827",764350.285066551
"1828",64523.0324724159
"1829",475611.178493246
"1830",371679.930101567
"1831",750039.216462212
"1832",179609.71265728
"1833",243598.630518557
"1834",324086.424440105
"1835",339537.906319972
"1836",376350.974649824
"1837",809383.483245566
"1838",480746.71135834
"1839",282449.48679221
"1840",822575.056403767
"1841",224706.123354049
"1842",273125.936027972
"1843",288407.021741041
"1844",334025.177126199
"1845",875613.201418735
"1846",398355.20586685
"1847",656106.320551792
"1848",343907.143560723
"1849",154310.205525795
"1850",271169.779548954
"1851",356711.696517161
"1852",233228.066192485
"1853",416757.778928238
"1854",770865.884529111
"1855",588085.494819804
"1856",549865.192409801
"1857",234642.075055515
"1858",191675.933417801
"1859",262950.949984793
"1860",465885.767025797
"1861",875592.018593424
"1862",778801.048434443
"1863",263542.867987213
"1864",219273.376486851
"1865",359712.188082596
"1866",399855.489749575
"1867",241397.129301327
"1868",440351.967600544
"1869",227575.559806342
"1870",556253.179438849
"1871",640498.829623787
"1872",370377.18173344
"1873",904423.531139075
"1874",213939.342641211
"1875",528273.815984422
"1876",319406.943701276
"1877",233590.151261949
"1878",460551.994346726
"1879",402176.817578769
"1880",509950.601431793
"1881",1375653.57794248
"1882",748226.706006429
"1883",510110.297382147
"1884",412517.592984099
"1885",489743.173569687
"1886",121215.863857401
"1887",284983.879452261
"1888",1029788.452591
"1889",1007027.64312043
"1890",181747.175612538
"1891",342909.626199247
"1892",979653.082700153
"1893",500578.865499461
"1894",289626.36258853
"1895",655963.765291326
"1896",254753.421974837
"1897",773867.582604187
"1898",214595.645111737
"1899",498012.905812854
"1900",684882.952032655
"1901",384584.723434844
"1902",1403891.37960509
"1903",267990.393571901
"1904",761449.162646536
"1905",409127.917897743
"1906",415780.113549305
"1907",786151.566633478
"1908",361438.439934471
"1909",294549.658457544
"1910",606593.426578361
"1911",821729.49785083
"1912",179131.301491846
"1913",1594511.97658095
"1914",840495.595586979
"1915",316705.219500223
"1916",106796.267656837
"1917",555021.936410545
"1918",551951.873394245
"1919",427296.496610458
"1920",765159.173044147
"1921",902060.272318146
"1922",588253.712741899
"1923",164164.564097299
"1924",547892.1326245
"1925",811829.616701865
"1926",725333.504210906
"1927",257924.095231227
"1928",282119.462014992
"1929",603532.69875638
"1930",432049.298595561
"1931",581358.547666861
"1932",280005.194170686
"1933",266109.423858655
"1934",689200.383952885
"1935",1048653.54266197
"1936",1099659.31531251
"1937",652847.133880813
"1938",254560.713694656
"1939",470355.440848341
"1940",97818.3687883688
"1941",462932.002177181
"1942",272507.440102598
"1943",474130.859079829
"1944",523752.868369357
"1945",250767.273261643
"1946",748368.369094295
"1947",294094.614491483
"1948",806137.914665174
"1949",554889.280440558
"1950",644285.613986159
"1951",249913.243611411
"1952",680268.412159887
"1953",683135.490334512
"1954",980896.419489262
"1955",468618.682629233
"1956",498304.900701808
"1957",251885.253933502
"1958",191439.773335779
"1959",1214011.56601647
"1960",511847.373186705
"1961",209645.383722417
"1962",851985.655093656
"1963",308792.536632658
"1964",147417.831199971
"1965",765390.818120636
"1966",770989.84464207
"1967",883769.618156318
"1968",414357.918666444
"1969",617663.948157753
"1970",419681.899151929
"1971",489672.535954641
"1972",346899.997434015
"1973",388012.594384483
"1974",556554.540356065
"1975",221966.517902242
"1976",275122.178796597
"1977",314247.017617722
"1978",489249.744187532
"1979",579547.546683323
"1980",1035492.06452467
"1981",565504.279755284
"1982",638341.082617026
"1983",133604.319035475
"1984",391846.828328284
"1985",338177.599388585
"1986",795312.377963122
"1987",844179.944852939
"1988",533493.962415974
"1989",485750.386489707
"1990",698531.639480699
"1991",266258.060447262
"1992",293949.102398727
"1993",988278.456219412
"1994",431841.838891444
"1995",932779.834036218
"1996",867859.621956378
"1997",1028241.01904569
"1998",472177.377260873
"1999",248431.67717327
"2000",339758.796502799
"2001",589063.313698982
"2002",240392.566784203
"2003",728978.702979297
"2004",557210.155392169
"2005",533396.12388236
"2006",491181.249363729
"2007",462087.376436213
"2008",611666.533892612
"2009",961979.33636058
"2010",487219.705057938
"2011",196693.684878895
"2012",397180.695148804
"2013",618444.914659006
"2014",528860.745172908
"2015",95057.0324673475
"2016",765963.85833437
"2017",401008.067503518
"2018",513767.563468484
"2019",276990.109005032
"2020",333564.339497886
"2021",590245.068197788
"2022",512505.043681312
"2023",319214.490224659
"2024",554903.372834273
"2025",404944.250554362
"2026",266473.019913016
"2027",399428.984492965
"2028",567406.817118425
"2029",222124.696252021
"2030",578406.849080955
"2031",406858.648230175
"2032",350730.003718256
"2033",571167.381610262
"2034",704801.504903679
"2035",371784.032265992
"2036",972193.239367131
"2037",448255.823060775
"2038",478872.842557733
"2039",495499.597427159
"2040",433289.323204674
"2041",518656.364973594
"2042",501496.938395877
"2043",673395.892114092
"2044",1622826.6318617
"2045",596442.403979997
"2046",221041.348252767
"2047",1030706.63821693
"2048",408500.384086746
"2049",245056.134718295
"2050",747262.227807745
"2051",823698.625883974
"2052",663143.885700498
"2053",665340.741168819
"2054",575995.081999176
"2055",627372.475497919
"2056",350548.218530319
"2057",454978.781173201
"2058",1803387.38576153
"2059",804793.780667311
"2060",674828.964042094
"2061",426058.60962607
"2062",428146.776719547
"2063",243186.917861409
"2064",1062944.83255581
"2065",263332.893363837
"2066",549690.342619874
"2067",356855.437446662
"2068",1380386.02536176
"2069",445925.771494098
"2070",1256974.65673761
"2071",347877.416654358
"2072",480830.112555072
"2073",327142.719247919
"2074",367664.636947906
"2075",103880.133147802
"2076",575540.858228025
"2077",298321.108168255
"2078",339514.116692192
"2079",730833.801033801
"2080",468328.616543109
"2081",276469.555073973
"2082",758212.348208416
"2083",390978.529123909
"2084",544915.676513297
"2085",545973.755678793
"2086",881022.936660431
"2087",703142.921361407
"2088",401954.540184919
"2089",489118.70131991
"2090",184745.027507162
"2091",355119.104823451
"2092",696287.954914872
"2093",420329.760746995
"2094",367944.802971778
"2095",332448.425603875
"2096",417808.232298407
"2097",465487.32312533
"2098",552918.543205946
"2099",560191.266090517
"2100",269244.429238382
"2101",398047.2271573
"2102",453273.144062269
"2103",612967.657903165
"2104",198247.60731602
"2105",46635.3107056868
"2106",401117.984838213
"2107",128679.852793724
"2108",430723.540613476
"2109",771708.096098224
"2110",229561.715731593
"2111",610814.310971281
"2112",672129.776678752
"2113",408724.276715965
"2114",433796.736084578
"2115",727930.944569527
"2116",1296671.62203111
"2117",302401.840273035
"2118",354869.276894881
"2119",505534.418880673
"2120",399990.484438896
"2121",1017442.83697009
"2122",1391604.93735929
"2123",1006385.16657167
"2124",543442.921077389
"2125",372144.525204347
"2126",428306.906454646
"2127",373858.202968721
"2128",522987.133136128
"2129",425658.882842582
"2130",212744.969216932
"2131",509857.09546893
"2132",627096.156785514
"2133",303698.973641667
"2134",385932.889800219
"2135",346989.726991266
"2136",555906.715069004
"2137",419090.804586613
"2138",413784.36550101
"2139",1246005.28559565
"2140",53205.1264415743
"2141",1518523.70248339
"2142",943538.796748807
"2143",598081.803480763
"2144",494896.24540649
"2145",506246.82846516
"2146",173803.40961367
"2147",349049.72278904
"2148",954707.694766568
"2149",505783.551977582
"2150",822516.495935487
"2151",454480.91357282
"2152",1273236.34551738
"2153",650848.6995293
"2154",494787.468214191
"2155",1160155.90186823
"2156",383733.970346625
"2157",588423.151990062
"2158",274247.914386584
"2159",256037.589116523
"2160",933199.908751067
"2161",480846.959293081
"2162",693985.023141032
"2163",496593.535147877
"2164",317955.604207799
"2165",792206.878485429
"2166",780660.453537397
"2167",431493.214469673
"2168",396795.019242975
"2169",273421.598264203
"2170",288174.399391388
"2171",709502.803575661
"2172",577609.592809037
"2173",407139.201227803
"2174",457727.318824442
"2175",635501.605424485
"2176",401017.733665624
"2177",692417.707184467
"2178",160055.103992843
"2179",159758.841096852
"2180",248511.505572253
"2181",1139276.07441503
"2182",722336.411557246
"2183",568828.700947447
"2184",552075.895323495
"2185",215653.166871849
"2186",220200.104759643
"2187",879191.075145157
"2188",497215.532236985
"2189",541950.326434838
"2190",219089.15641427
"2191",386966.699498475
"2192",483552.327768563
"2193",1196581.31609746
"2194",185691.437784667
"2195",1227450.86169467
"2196",465627.46322305
"2197",1282650.96915074
"2198",618745.451774459
"2199",911668.649649751
"2200",318166.897174823
"2201",208516.005427002
"2202",419050.707246657
"2203",140186.267958664
"2204",352465.019858769
"2205",299115.283916772
"2206",255789.161811697
"2207",717019.967960981
"2208",139348.663268596
"2209",469744.855188287
"2210",936379.759721535
"2211",1825432.64774079
"2212",182252.157223524
"2213",617977.724589015
"2214",762941.424018877
"2215",239940.63907922
"2216",312460.678597366
"2217",632243.290999457
"2218",246517.734574532
"2219",252113.814946964
"2220",520830.954773099
"2221",559816.256069162
"2222",352011.058777366
"2223",528030.74789795
"2224",389660.019309287
"2225",1205705.49768326
"2226",288371.977113808
"2227",369719.584533689
"2228",532411.366707975
"2229",193048.552547963
"2230",556835.864651493
"2231",419189.458380337
"2232",542706.247504155
"2233",657099.61493702
"2234",915092.926380115
"2235",733380.790226784
"2236",528043.987116629
"2237",281530.387578657
"2238",1024642.60433384
"2239",495139.089530506
"2240",360705.400865228
"2241",226175.744294981
"2242",295914.044804438
"2243",728736.128505672
"2244",214845.82084898
"2245",145218.468087666
"2246",241158.430328547
"2247",340027.303002367
"2248",536018.427496438
"2249",783120.350464037
"2250",643333.604414735
"2251",159041.556494749
"2252",744705.987285881
"2253",1424079.55498064
"2254",276991.597412249
"2255",166698.914921566
"2256",958298.544759338
"2257",788879.538663035
"2258",689549.107872931
"2259",481059.239541538
"2260",297824.162995896
"2261",230628.069464672
"2262",459469.415146701
"2263",522708.989970168
"2264",932426.531744377
"2265",424666.834853142
"2266",534896.746522011
"2267",307386.427934628
"2268",510119.060033048
"2269",432449.51106528
"2270",94522.3127193536
"2271",204374.779663753
"2272",189810.248072414
"2273",755410.9703776
"2274",619805.594612995
"2275",840723.831571736
"2276",620049.098153218
"2277",568199.60813772
"2278",674359.604218124
"2279",281458.366453138
"2280",328883.644641146
"2281",413464.013602958
"2282",538261.055047099
"2283",877182.701147853
"2284",251522.725731111
"2285",199513.725383768
"2286",446961.860977433
"2287",252845.526193267
"2288",276214.433026194
"2289",2123029.09333181
"2290",462809.966731296
"2291",102299.47386156
"2292",395445.767676153
"2293",187691.962521383
"2294",1045688.90105684
"2295",327289.498881112
"2296",807218.294507075
"2297",235207.878433423
"2298",257885.26595548
"2299",319693.091320771
"2300",287032.840597782
"2301",1171481.85190799
"2302",529355.934641726
"2303",409245.486106515
"2304",343361.40458729
"2305",333799.245836628
"2306",537192.352562422
"2307",176330.579851927
"2308",656910.762871307
"2309",287928.577270508
"2310",813693.990939734
"2311",384110.397928899
"2312",1372035.91514746
"2313",526456.039468881
"2314",816170.950382784
"2315",713711.104992137
"2316",273281.045399398
"2317",608816.282935218
"2318",927891.497620943
"2319",392229.885990138
"2320",165743.452447763
"2321",573542.49819938
"2322",465834.784362431
"2323",251678.166694611
"2324",543227.098928779
"2325",431949.969326038
"2326",690696.956315747
"2327",541025.311741653
"2328",902310.548198398
"2329",1364993.51546661
"2330",479516.343988308
"2331",690260.733709936
"2332",925576.840163349
"2333",155825.762499577
"2334",825473.855411855
"2335",444386.198456978
"2336",340328.908366799
"2337",702531.080737196
"2338",506272.822321932
"2339",952823.891502985
"2340",221457.71739199
"2341",618476.305162545
"2342",480959.161594849
"2343",427119.949832916
"2344",1165140.63555972
"2345",141338.308302039
"2346",537946.254267849
"2347",1263362.7549128
"2348",763905.032978226
"2349",447641.263516303
"2350",523651.340683565
"2351",572542.448416903
"2352",1174478.26453829
"2353",659163.148348785
"2354",404201.901303565
"2355",691094.477590347
"2356",384815.514717384
"2357",697655.074920422
"2358",426176.048452348
"2359",215731.361970324
"2360",676056.302948184
"2361",833943.496804927
"2362",534453.73734523
"2363",554917.18029607
"2364",267885.94921212
"2365",362218.350151034
"2366",446099.059725453
"2367",187562.552574824
"2368",432239.157483242
"2369",182341.247652546
"2370",771855.888740285
"2371",520706.733488826
"2372",801418.281635321
"2373",302652.60596463
"2374",623593.645695764
"2375",481419.652969082
"2376",1820434.63561754
"2377",529151.843998854
"2378",1293965.27187117
"2379",685476.488895204
"2380",334347.752453765
"2381",976978.685588898
"2382",542876.208851662
"2383",199793.732939866
"2384",228932.210689885
"2385",1132254.06368043
"2386",302751.701756615
"2387",642617.628863357
"2388",63572.8134498613
"2389",489459.374781208
"2390",475885.612048875
"2391",424694.778212694
"2392",1015729.48015948
"2393",683252.411324034
"2394",205056.112217438
"2395",374853.415541947
"2396",542201.820559847
"2397",304419.524709685
"2398",1143965.74080658
"2399",792300.452024942
"2400",257600.623112719
"2401",505117.697940516
"2402",381509.640093112
"2403",280636.975542216
"2404",1335390.36459444
"2405",468190.873760459
"2406",1061418.99698258
"2407",265927.720986881
"2408",1218667.32395132
"2409",799921.708613558
"2410",331311.049398316
"2411",950425.025225468
"2412",954177.283519206
"2413",260805.438622499
"2414",392779.860631238
"2415",401663.281594719
"2416",546547.219953677
"2417",620028.888707643
"2418",1870429.47084423
"2419",379963.073230194
"2420",538441.908224057
"2421",781298.714958861
"2422",229430.139538589
"2423",233600.010111846
"2424",143417.966212898
"2425",254549.519542721
"2426",256726.169719286
"2427",1038019.74800643
"2428",688485.200676108
"2429",695483.047282961
"2430",580227.510580017
"2431",226404.37140095
"2432",1020134.70910435
"2433",491413.578847685
"2434",670400.236496917
"2435",276424.505534659
"2436",261787.736798111
"2437",1123126.51403468
"2438",1668372.12696719
"2439",805425.428644162
"2440",313113.8973585
"2441",477657.659715672
"2442",262215.849934389
"2443",81280.6825509124
"2444",455529.077596985
"2445",672924.413297993
"2446",865323.466455113
"2447",279387.847588539
"2448",784753.536782035
"2449",417602.630896535
"2450",261806.271045107
"2451",440281.820845433
"2452",341139.684158516
"2453",425303.225817106
"2454",719989.902160704
"2455",215015.228527347
"2456",553422.914575886
"2457",303944.360872834
"2458",469774.111337416
"2459",481256.493723871
"2460",556153.640720883
"2461",1919014.64795312
"2462",338948.590790187
"2463",572240.025205067
"2464",574964.629909766
"2465",365014.597920954
"2466",427263.486278653
"2467",304726.160582019
"2468",942016.119395866
"2469",1130746.79430159
"2470",815011.406735091
"2471",290418.237664163
"2472",443461.543173418
"2473",434624.860882
"2474",610401.77561182
"2475",310486.879871683
"2476",461018.402621654
"2477",426453.661012394
"2478",1461286.58012826
"2479",779689.443377006
"2480",247300.601449502
"2481",370358.665044998
"2482",502822.297303314
"2483",485903.91056462
"2484",330860.5910924
"2485",290152.543440858
"2486",450112.696140416
"2487",300238.786650196
"2488",263889.661134243
"2489",421108.376673553
"2490",542747.885213426
"2491",509199.101714349
"2492",745044.676984516
"2493",205492.961800093
"2494",270212.939436901
"2495",574824.034501361
"2496",356077.36907225
"2497",887649.207621893
"2498",734788.217464513
"2499",172365.154674757
"2500",564192.101847485
"2501",326456.227476701
"2502",994691.978725322
"2503",166627.75837879
"2504",451927.630790943
"2505",485678.704686528
"2506",731786.244004994
"2507",234561.307758224
"2508",2609315.91617933
"2509",487781.183068792
"2510",580091.125311735
"2511",150581.748749164
"2512",301899.527933741
"2513",659704.617572083
"2514",304102.988000448
"2515",346015.876992271
"2516",330017.629698942
"2517",213300.866658281
"2518",340983.432206052
"2519",549237.421362217
"2520",436178.889139249
"2521",332080.004545413
"2522",760702.269395323
"2523",242310.131186214
"2524",522042.386424204
"2525",608300.825930452
"2526",426963.822199591
"2527",309053.717143011
"2528",435349.863286352
"2529",359430.559819987
"2530",476693.286276388
"2531",610503.83465766
"2532",561148.246680148
"2533",243406.148053712
"2534",1270721.28722259
"2535",577429.579991986
"2536",500886.723352421
"2537",389084.62918642
"2538",1245694.09439646
"2539",615451.905612819
"2540",365675.334834191
"2541",1216518.01128294
"2542",1291147.39085121
"2543",722019.912648288
"2544",417455.576701812
"2545",269874.045871151
"2546",909882.136939849
"2547",228141.747853667
"2548",1068530.76507024
"2549",560201.559197759
"2550",449133.505805263
"2551",492728.584865852
"2552",226636.473525359
"2553",722132.290163345
"2554",368565.642880876
"2555",370806.184253665
"2556",469008.16886373
"2557",719967.254959181
"2558",224269.204856919
"2559",429266.252313779
"2560",245176.867713146
"2561",463646.824845773
"2562",242983.052329572
"2563",645552.48577533
"2564",639159.772108453
"2565",883120.88247461
"2566",484882.498707051
"2567",922415.88699652
"2568",677584.710843157
"2569",524392.499285427
"2570",1085664.7298421
"2571",543397.47828997
"2572",319887.586001537
"2573",517574.580218271
"2574",489263.299036941
"2575",1507009.53668744
"2576",292547.795767561
"2577",746921.546991434
"2578",525567.104274399
"2579",619564.167525713
"2580",304009.695777418
"2581",1065105.14101798
"2582",217890.232265054
"2583",271884.716429193
"2584",335382.214104224
"2585",365887.800446886
"2586",506818.164799568
"2587",754095.473020877
"2588",290063.864591361
"2589",443916.223990697
"2590",473758.907709556
"2591",516639.004770022
"2592",260316.638744672
"2593",236778.930166465
"2594",734400.346834898
"2595",581866.685436304
"2596",848937.389218294
"2597",469569.131298185
"2598",590642.556594308
"2599",802381.19936027
"2600",498915.943334799
"2601",227227.810187785
"2602",282785.544620038
"2603",738802.337808211
"2604",335791.19895927
"2605",156745.368711013
"2606",728056.94124793
"2607",798426.16853435
"2608",261475.234430559
"2609",754698.476747893
"2610",1003883.47384942
"2611",588597.6109307
"2612",185568.138349092
"2613",391706.199612905
"2614",349323.395806505
