"","s"
"4569",13.5448136627892
"4570",12.6215530857261
"4571",13.2497697557037
"4572",13.3022062733559
"4573",14.0146953977753
"4575",12.4720326657631
"4578",13.2425031236805
"4580",12.653004160054
"4582",12.9397614799162
"4584",12.5378282844105
"4586",13.1529666383195
"4587",13.1529666383195
"4589",13.0773265426385
"4593",14.6228450557447
"4595",13.1234783186169
"4596",13.8173731452792
"4597",12.9255987864746
"4598",12.8237834078598
"4600",12.7276449679514
"4601",12.5207035071099
"4605",12.8689015363526
"4607",12.5587049451375
"4609",13.2071513800241
"4611",12.3383157018298
"4612",12.7593950264493
"4614",13.5702348820781
"4615",12.4434345530919
"4619",12.8606141483756
"4623",14.2313980895023
"4626",12.293221880965
"4627",12.620591831606
"4628",14.1946656337042
"4629",12.9592196093938
"4630",13.1468200275806
"4632",13.0584761683517
"4633",12.9271196398759
"4634",13.4737581184166
"4636",12.608878385207
"4637",12.608878385207
"4640",13.549814393417
"4641",13.1836013567335
"4642",13.4034547302526
"4646",12.7718938758548
"4647",13.2016790933074
"4648",13.9537809090017
"4650",13.4819685421673
"4652",12.451465544823
"4653",12.7109253483186
"4655",12.8125963138668
"4658",12.817306193412
"4660",13.0497287519876
"4661",13.7557536933631
"4662",13.5765114513122
"4664",12.6432040916104
"4666",12.8720524708044
"4667",13.2979549254562
"4670",12.8112783275727
"4672",12.9615930522428
"4673",12.3961609368277
"4674",13.2285442037861
"4677",12.3545812215364
"4678",13.2696224140131
"4679",13.4583403328552
"4681",12.8678249591508
"4685",12.7284110939607
"4687",13.1451732042422
"4688",13.1162365704769
"4691",12.4205223011403
"4692",13.9339412355393
"4693",13.0871191819382
"4694",14.3731946348011
"4696",13.9586790857837
"4698",13.7444201682569
"4699",13.0309246592338
"4701",12.3099784115767
"4705",13.5544193439841
"4706",13.5173942537832
"4709",13.6755378747537
"4710",13.4245393366695
"4711",12.9589002756416
"4712",13.3372070260747
"4714",12.4125337375771
"4716",13.3310332292912
"4717",13.0720577595832
"4718",12.7604776817455
"4720",11.9554567950255
"4721",12.9965302977504
"4722",12.7248944713648
"4726",13.1274018982277
"4730",12.1343884112485
"4734",14.1605430413354
"4736",13.0093568940109
"4737",12.8727774233232
"4740",13.0862846791067
"4742",12.682348476235
"4743",12.8459983543524
"4744",13.1439582485248
"4745",13.6857089182765
"4746",13.2200473134228
"4747",13.7529256248587
"4751",13.4279376356204
"4752",12.383877547368
"4753",13.140132972383
"4755",13.8658856238574
"4758",13.3732103350212
"4759",13.5553281522787
"4763",12.2858639588178
"4764",12.6405334984461
"4765",13.920664434842
"4768",12.6906499007022
"4770",13.1649269566468
"4773",13.5813674897854
"4774",12.6898573836458
"4775",12.2770467382939
"4777",13.7845771325469
"4778",13.974384090658
"4780",13.0037277492032
"4781",13.0560903530359
"4783",13.1308423168142
"4786",12.6601756323694
"4788",12.9568167429606
"4790",13.4496279124101
"4791",12.5748297788027
"4792",12.797642658063
"4794",14.2561481645923
"4795",13.2029104524896
"4799",12.1716793818322
"4800",13.5314089942546
"4801",12.8401966866971
"4802",13.3639652062243
"4805",12.5372273825301
"4806",12.6852425880254
"4807",12.8385382011716
"4811",12.508192588481
"4814",12.211707730719
"4818",12.9560285096297
"4820",13.0371081798912
"4821",12.7282796398611
"4822",13.1854726983687
"4823",13.8177119780915
"4826",12.2993182142032
"4829",13.3125983108842
"4830",13.5463462158658
"4831",12.7267578673197
"4832",12.6789697012332
"4833",13.2630974820482
"4838",13.4120545971083
"4839",12.7308599707953
"4840",13.9150784220725
"4841",12.9578912136812
"4842",13.0619313012871
"4843",13.6138412864796
"4851",13.3739993953083
"4852",13.3940411509735
"4853",13.5150792011814
"4859",13.0070267587648
"4860",13.0422924021473
"4861",13.4269393933892
"4862",13.1757017124292
"4865",12.8147271544555
"4866",12.3649935448574
"4867",14.6441073179695
"4872",13.6565110131749
"4873",13.4862453815765
"4874",12.6208976167568
"4880",13.0405507653089
"4882",13.1874841243904
"4885",12.3254471298279
"4887",12.4859409294782
"4889",12.8857887792038
"4891",13.3679570341958
"4892",13.1978264080535
"4894",13.8899587315611
"4895",13.89274793978
"4897",13.8418128733593
"4902",12.7940820027461
"4903",13.565002522793
"4916",13.1536635187689
"4919",12.5738383325091
"4920",13.1923431250944
"4923",12.2475004321585
"4926",12.8760951185223
"4929",12.6638100812665
"4930",12.6317619188677
"4935",13.0634945403887
"4936",13.2969163998623
"4938",13.5224683922275
"4942",13.4403472018655
"4943",13.4433144910541
"4946",13.0143707597948
"4947",12.6585304791116
"4948",12.5292888104848
"4949",12.8922812891375
"4950",12.5459781685891
"4951",13.2548840198661
"4953",13.4172566305813
"4955",12.8992505841534
"4957",12.5515216024577
"4958",12.4612513687487
"4960",13.6533881667521
"4963",13.4294716673066
"4964",12.9542575924443
"4969",13.199044284119
"4973",13.3341888817692
"4974",13.3104300450534
"4976",13.0105139247444
"4977",13.311889613855
"4978",12.851114303372
"4979",13.4197444737243
"4983",12.5372106391172
"4984",12.6826342029942
"4985",13.4645191127373
"4986",13.5450729235943
"4987",13.1024626352206
"4989",12.9351743873951
"4994",13.2829329239625
"4995",13.7528487402115
"4998",13.5845553177966
"5000",12.6162949251713
"5002",13.0299348894855
"5004",12.7435977818836
"5007",12.5916795314519
"5014",12.4832031689378
"5017",12.8104150204168
"5018",12.5953742846296
"5021",12.5239017402635
"5025",13.8358209252592
"5034",12.9859050936479
"5036",12.9105972529213
"5037",13.6906526277507
"5038",12.926208064963
"5042",13.2798225550887
"5044",12.7660666521248
"5047",13.2325604066088
"5048",13.1692029433888
"5049",12.7792435352055
"5050",12.6891873219017
"5051",12.4771424149319
"5052",13.4451128739857
"5053",13.1500138488992
"5057",13.3632706073608
"5058",13.3495409689543
"5059",12.6647689711405
"5062",13.6293832915829
"5064",12.5327832997298
"5067",12.8746792516844
"5071",12.9212729766988
"5073",12.1735280507542
"5080",13.0180621526738
"5086",13.3879159904134
"5090",13.5146567540971
"5092",13.1152821088775
"5100",12.8122219815725
"5107",14.3853635270667
"5109",12.869626188801
"5110",13.5296917637257
"5114",12.81914232449
"5115",12.6197238926813
"5116",12.8855718854843
"5117",12.8526255468646
"5120",13.0789958395409
"5121",12.5704929355614
"5125",14.138600583177
"5126",12.4225823979527
"5132",12.4929149975761
"5133",12.9644487006073
"5134",13.6020812126997
"5135",13.1265739600645
"5136",13.4776539862065
"5139",12.4649178539978
"5140",12.8817083388834
"5141",13.0826170322788
"5142",13.3355193996495
"5144",13.5360105218672
"5146",13.5761692243292
"5147",13.2072595044773
"5148",12.8998291661397
"5150",14.2777493878448
"5153",13.3597092007187
"5154",12.5238743208351
"5155",12.0820824965609
"5157",12.3421583473692
"5159",14.5345984173992
"5162",12.707015235175
"5163",13.1859431607732
"5164",13.4351322562373
"5165",13.171528125635
"5167",13.0239910592107
"5173",13.1944060878258
"5174",13.7360306643553
"5175",13.2874291309109
"5177",12.5754140960621
"5180",13.4135938873952
"5181",12.7904157963304
"5182",13.5260900129362
"5185",13.3800558841913
"5186",12.1546434057676
"5187",12.7258058361512
"5188",13.1154865236446
"5189",13.0388862022651
"5193",12.4529027799385
"5195",12.4756563638224
"5196",13.8529640168932
"5198",13.7369574607445
"5200",13.4437486027089
"5204",12.7448401804992
"5211",12.7874053526894
"5214",13.3466719812376
"5219",12.9652594051705
"5220",13.0946437979085
"5225",12.0293985840843
"5226",12.5565030430917
"5231",13.7385458126887
"5232",12.9517125023207
"5233",12.6533460751668
"5236",13.5032030423205
"5238",12.3096224885684
"5241",13.272079995402
"5244",13.7757472934732
"5246",13.9381007299853
"5248",13.3691362087074
"5252",13.3576517963551
"5253",13.1105332430152
"5256",12.4942907149374
"5260",13.2099186346448
"5262",13.4611538562188
"5269",13.3262122278997
"5270",13.2104152660845
"5271",13.1061669146027
"5272",13.2006465558267
"5274",13.1991485916198
"5279",12.8844746873224
"5281",12.9839142453821
"5282",12.9792435124228
"5283",12.3756080403423
"5287",12.985622628364
"5290",12.7353459300508
"5292",13.2930286654399
"5296",12.8127974020629
"5297",12.6396394778946
"5299",13.4989642801837
"5300",13.0961766938358
"5302",13.2538824118597
"5303",13.1299432527334
"5308",12.9417084966765
"5309",12.4699966675217
"5310",13.2566433579555
"5311",12.4145289479113
"5312",13.4316189130707
"5313",13.743246643152
"5314",12.9789908112497
"5315",13.3449376601245
"5316",12.9825714694787
"5317",12.7455546080373
"5318",13.0816326253534
"5319",12.6283072882176
"5321",12.3433381684361
"5324",13.3524920581469
"5326",13.1639231529594
"5327",13.2356040591314
"5328",13.044506591508
"5329",12.3447159193927
"5330",12.4311273213598
"5336",13.1649066345335
"5341",13.3794712350399
"5347",13.8559636075217
"5348",12.953358311115
"5349",12.8385060299104
"5350",13.1886394205466
"5351",13.3525645287715
"5353",12.8195454220774
"5354",12.6455279537853
"5355",12.1009618954694
"5359",12.0769090331839
"5361",12.1776988090256
"5362",13.2370971730108
"5365",12.4950180694307
"5366",13.0207764289876
"5367",13.2198048021853
"5368",12.8978069255994
"5369",13.5062378071622
"5371",13.4210009481252
"5374",13.5511393156589
"5375",12.1863718832303
"5378",12.552687796181
"5380",13.6238724963589
"5383",12.5316940412573
"5388",12.6767496378489
"5389",13.3319171660226
"5390",14.0982928157515
"5391",12.4833308850938
"5393",12.5989244693878
"5394",13.2557847026501
"5396",12.8060134811313
"5398",13.3164682657752
"5399",12.1678352152322
"5400",13.2360097408862
"5401",13.37073795599
"5402",13.0068292072159
"5403",13.0656050430744
"5404",13.3061622926802
"5405",13.5285871296359
"5406",12.366381503805
"5408",14.3716284874333
"5410",12.5371459173045
"5414",13.6050381057743
"5415",13.1374279066715
"5416",12.7221637991689
"5417",13.3783693646438
"5419",13.3519477468147
"5424",13.1729756525384
"5425",12.7037827866393
"5429",14.2732901530602
"5430",13.2433663328025
"5432",12.7770932601342
"5433",12.3587494247713
"5434",12.3746824413133
"5435",12.8879115893596
"5437",13.158771989682
"5439",13.0018565087862
"5443",12.6135247925253
"5444",13.0443651532159
"5446",13.7862978977895
"5447",12.426921000792
"5448",13.5280953160788
"5450",12.034827853372
"5451",12.7479940693216
"5452",12.6343862568135
"5454",14.11921326582
"5457",13.3056837200475
"5458",12.958969383256
"5460",13.1489235188091
"5464",12.1078102452239
"5467",13.5136165395453
"5469",12.9087168212812
"5470",12.350281164621
"5471",12.3108662562721
"5472",13.1339070600398
"5473",13.1339070600398
"5474",13.3778021026487
"5476",14.2156463897014
"5479",13.5706814853803
"5481",13.023171181473
"5482",13.4065582923188
"5484",13.0292282623758
"5485",11.9310416227886
"5486",12.9899744866214
"5487",12.2059495361951
"5488",12.5363429659048
"5489",13.5151380766409
"5491",12.3488633064126
"5492",12.4070525035225
"5493",12.5814737722125
"5494",12.384080991684
"5498",12.5120649592431
"5503",12.8997680081641
"5504",13.2648457779798
"5505",12.6709807843034
"5506",12.7489749516632
"5507",13.4467447289087
"5508",13.0328991902659
"5513",13.3969873044026
"5514",12.7822743691647
"5515",13.1671898678808
"5518",12.5728485093003
"5522",12.6252440449571
"5523",12.3006995623264
"5524",13.3154019264095
"5526",12.5688931337443
"5527",12.5651246482053
"5528",12.056468459778
"5533",13.5176262391934
"5534",14.1823320553467
"5535",12.5679506956802
"5536",13.1398521211674
"5538",13.2132075471954
"5539",13.3008941130983
"5540",13.7210170134392
"5541",12.9848394830166
"5542",12.9629605652438
"5544",12.3153970941843
"5548",12.9994593147554
"5549",13.3110241704595
"5550",12.4652933270831
"5551",12.4632402409288
"5553",12.7226782482557
"5554",13.8021435043662
"5556",12.4365925590486
"5557",12.4327416942095
"5559",12.6121746637027
"5561",12.8648917422385
"5562",12.6940455777319
"5566",13.1361765761909
"5569",13.950354694531
"5571",13.4431475679147
"5572",13.0473506235341
"5574",13.2656047176667
"5580",13.7614814621491
"5582",12.5571571625012
"5587",13.2122021304559
"5588",13.5354301620037
"5592",12.8467798748073
"5595",13.0008075958774
"5598",13.3823228792497
"5600",12.2922533056281
"5605",13.5050552329198
"5607",12.9447515319513
"5610",13.4693287039776
"5611",12.4552956955422
"5613",12.9671863190069
"5614",13.23605105828
"5615",12.7249584134301
"5616",13.6288071810367
"5621",14.0059166186087
"5622",12.3554067221894
"5623",13.2194082118055
"5624",13.2579656503564
"5625",12.6263141016585
"5626",12.964313073839
"5627",13.363562607383
"5631",12.8719985748757
"5632",12.8877017080198
"5633",12.8265949804265
"5635",13.3021993537687
"5636",12.6796334888394
"5641",13.0169084142976
"5642",13.351329472632
"5643",12.7751456550992
"5644",12.2914019941329
"5645",12.482192390503
"5646",13.5081693466696
"5650",13.5952173746654
"5652",12.8533208787426
"5654",13.136425901669
"5656",12.4079399384916
"5662",12.7473567471762
"5666",13.0524025804796
"5669",13.7288329527205
"5671",13.0326425981252
"5672",12.4607344080215
"5676",12.6202665961166
"5678",13.3634586414391
"5680",13.4895838303289
"5682",13.931729773992
"5683",12.6831388216335
"5684",12.3875709901969
"5687",13.5215967413776
"5688",13.7237981773673
"5692",13.2815258333509
"5695",14.2697461702603
"5696",13.1294798960254
"5702",12.6484571970361
"5703",12.4556974901816
"5704",12.4126745931726
"5705",12.6496327309372
"5706",12.512112827789
"5707",13.3073574182136
"5709",13.073940240814
"5713",13.0464955334505
"5714",13.3301577570943
"5715",12.9893597406212
"5716",13.3552636254232
"5718",13.4913752358294
"5722",13.153980981823
"5727",12.5319653685651
"5729",13.4855872035971
"5730",12.4304984250583
"5733",13.1743893677987
"5734",13.2228280764334
"5737",12.6678063174822
"5738",12.9249299419111
"5741",13.042659058205
"5742",12.4113905651151
"5743",12.9826258919822
"5744",12.8558896871831
"5745",13.6133447976485
"5747",13.2710035344929
"5749",12.9096936307797
"5753",13.2982118117217
"5755",12.4682164421816
"5756",12.9514276667739
"5757",13.1149725881029
"5758",13.2082931312977
"5759",12.5785282584237
"5760",12.3467257761261
"5765",13.3491163254343
"5767",12.9091074717648
"5772",12.1630362155134
"5773",12.8736260228997
"5775",12.1395851483027
"5777",13.0095106876294
"5778",12.5245666532204
"5781",13.5634366044192
"5784",12.5508053348546
"5785",12.3850313906339
"5788",12.406207041402
"5790",14.8009341214003
"5793",13.3495388372722
"5796",12.5787337480472
"5797",12.8242082397557
"5798",12.9066082559082
"5802",13.1587796870096
"5803",13.3122689634862
"5804",12.3038535761949
"5805",12.8218476785845
"5806",12.2084106593972
"5807",12.6907484041737
"5810",12.6042653552089
"5811",12.7545459501807
"5813",12.9459161437931
"5815",13.0158165637672
"5816",12.5020735920593
"5819",12.685629972259
"5820",13.0487386835656
"5822",12.5255214760222
"5824",13.364200740433
"5825",13.9803709158531
"5826",13.5226972765212
"5827",12.1899775550712
"5829",12.8872947864922
"5831",13.0225337546716
"5837",12.9249063714255
"5839",12.3824013329777
"5840",15.9151699047682
"5841",13.7667778885958
"5842",13.9805209840723
"5843",12.4597731912508
"5846",12.6402410423581
"5847",12.8275241502373
"5851",13.6885661443815
"5852",12.3259064216316
"5854",12.8253913593337
"5855",13.0657688806715
"5857",14.3239752907981
"5860",13.9801742230387
"5861",12.9398148719082
"5862",13.1944500210041
"5865",13.7080278379399
"5866",13.7289845647734
"5867",13.1965768019298
"5873",12.972227444549
"5876",13.2698331426673
"5877",12.4064005480508
"5880",12.9820458300547
"5882",13.2086772341287
"5886",12.9078025775329
"5889",13.6059826325634
"5890",12.7213058930998
"5891",13.3412311048182
"5893",14.9266061120753
"5894",13.0131039422484
"5896",12.7790489240595
"5898",12.5550330864543
"5900",12.7572844466736
"5902",13.0429088147399
"5904",12.8780930809447
"5906",12.9240602570549
"5907",12.9847781948903
"5909",13.0335187829505
"5910",12.9690834400255
"5911",13.0467599892419
"5913",12.5276572636212
"5914",13.3529182686804
"5915",13.8533589166143
"5919",12.6747555317116
"5921",13.0899778559836
"5922",13.7225168844172
"5923",12.9377239992539
"5924",13.0293419654102
"5936",13.9816153533461
"5937",12.7204633802556
"5938",13.5148298147347
"5939",12.6828255486316
"5941",12.9000291331714
"5942",13.3592242643285
"5945",12.7892564278224
"5947",13.2449304960371
"5948",13.35611581945
"5950",13.5332776532351
"5952",14.4322236340139
"5954",13.8820226365625
"5959",13.2976911935683
"5962",12.8973170379902
"5968",13.5105717228105
"5969",12.7703760831734
"5971",12.7906960327245
"5973",13.0062026691509
"5976",14.2408639710582
"5982",13.490150495993
"5983",13.3442819141538
"5984",14.1182809346083
"5985",13.1386019363364
"5986",13.7957534155629
"5987",12.39787212866
"5989",14.0661030269746
"5991",12.5643522944573
"5993",13.8582002626653
"5994",13.1993133396771
"5995",12.9085512830753
"5996",13.1745600022164
"5999",13.185168936441
"6000",12.5376723760788
"6003",12.7999701747927
"6006",13.3212130703929
"6008",12.9511179482579
"6011",13.4066526826415
"6012",12.9571270978786
"6013",14.1938880194468
"6015",12.4229029028036
"6019",13.4209011476356
"6020",12.8641033515684
"6021",12.6300738814022
"6022",12.8802603027775
"6024",12.9621911224243
"6026",13.5492260036513
"6028",12.943047055557
"6031",12.4502003368653
"6033",12.4971553871402
"6035",13.2187581958927
"6036",12.9255890945503
"6039",13.4369583950941
"6040",13.0404937731196
"6041",13.6655662552347
"6042",13.0035550476641
"6043",12.8493740653939
"6044",13.1887938740316
"6047",13.273813142546
"6048",13.1027102927944
"6049",12.8998500270226
"6053",13.0582721386927
"6055",12.5701660746142
"6056",14.493250502256
"6059",12.5666769885241
"6062",12.9030470871944
"6064",13.2344729519402
"6067",13.061472702074
"6068",12.4346319907459
"6070",13.2532942912782
"6071",12.8989281421464
"6072",12.334647179084
"6074",12.5474218271639
"6075",13.1365058969753
"6077",13.0930006225408
"6079",13.5929573735305
"6080",12.8697677023177
"6082",13.7341268716494
"6083",13.2619815408576
"6084",12.5808195774303
"6085",13.8099571853835
"6087",12.3342032033578
"6088",13.316818353613
"6089",13.8503406596552
"6092",12.5970580589631
"6093",12.7228567743816
"6096",13.1546119831127
"6097",12.5282011393729
"6100",13.2637724999118
"6102",13.0695372804768
"6103",12.6194449819625
"6105",12.7045060161385
"6106",12.8021402657209
"6110",13.4836755663122
"6112",12.4145277181645
"6115",13.0712229712946
"6116",12.9942780701864
"6117",12.5381878718497
"6119",13.1219900436892
"6120",13.1703523724971
"6121",12.5256540814259
"6125",13.1364022436038
"6130",13.1024248187872
"6133",12.8347369233813
"6135",13.5414425479356
"6136",12.6491773279118
"6139",13.105332655274
"6144",13.3938576333892
"6146",13.3455836255493
"6148",12.8838296341423
"6149",13.3883821843758
"6159",12.9838176655675
"6164",13.0782658277047
"6166",14.4220096141996
"6171",13.327692464493
"6172",12.9262988765935
"6173",13.3006897701879
"6175",12.6922233306814
"6180",13.4601778589347
"6181",12.7957811119176
"6185",13.2013168701343
"6186",14.1670911718157
"6188",13.2769444194117
"6190",13.4808016803312
"6191",13.1501031327147
"6192",12.9231276353492
"6198",13.3650405259866
"6199",13.540500745158
"6202",13.5558767775167
"6205",13.1865418658369
"6206",13.2799515781242
"6208",13.3530056973474
"6209",13.579846446439
"6210",13.5510725918839
"6211",12.7079832940372
"6212",12.3368418342867
"6217",12.6276378204071
"6218",13.1198732935183
"6219",13.0027431528904
"6220",13.5082713538613
"6222",13.1483984157205
"6223",14.0413003753759
"6225",12.6387981309222
"6229",13.6764105665238
"6231",13.6526664534018
"6232",13.1075554531509
"6233",12.5952368676204
"6235",12.3378188662
"6237",12.3323917512919
"6238",13.5123729089921
"6241",13.4552849405188
"6245",12.440015349465
"6247",13.4678564341791
"6248",12.0853830957251
"6249",12.118332484963
"6250",13.435333069134
"6252",12.9364381722023
"6253",13.1219425573419
"6254",13.6631434911766
"6255",12.100809268164
"6256",13.4209923132402
"6257",12.3789994516387
"6259",13.456038002297
"6260",12.4236406455714
"6262",12.1172517524885
"6264",13.1587724332713
"6265",13.181832059343
"6266",12.4743821240275
"6268",12.1752121929348
"6269",12.5461533188743
"6270",12.5045455074577
"6274",12.7605552321752
"6275",12.7605552321752
"6276",13.3516144964572
"6277",12.275611164952
"6278",13.4507552944427
"6279",12.6949842775212
"6280",13.2844698550149
"6281",13.3906577931182
"6284",12.465482555222
"6286",13.1024631272726
"6291",12.4148639629781
"6292",14.1231056410044
"6293",12.5473335323179
"6295",12.5215802692418
"6296",12.4606076825319
"6297",13.0264280669111
"6298",12.2841663093491
"6299",13.331597744838
"6301",13.1075409079713
"6302",12.6555112486436
"6303",13.6589695105624
"6304",13.3217589479756
"6306",13.0328544836552
"6307",12.752223839275
"6310",13.519520176877
"6313",12.708878084861
"6315",12.7434166136866
"6317",12.8475765124155
"6319",14.1838465823687
"6320",14.2144449024753
"6321",14.2144449024753
"6322",12.1907153281262
"6323",12.1907153281262
"6325",13.2631174574009
"6326",13.4700294982011
"6327",12.8113729154527
"6328",13.8989262584685
"6329",12.4449707103518
"6330",13.6419806997727
"6332",13.1318954128576
"6334",13.6522055976541
"6335",13.0626998578777
"6336",12.6623551090675
"6340",13.29627126242
"6344",12.8329403691408
"6346",12.6648280347792
"6347",12.2632271759506
"6349",12.1862171766337
"6352",12.722353524625
"6357",12.4934150825671
"6358",13.2344466064372
"6360",12.4009887747725
"6362",12.8520092280582
"6363",12.3741180625407
"6364",12.6646632846057
"6368",13.3917904799703
"6369",14.8902921795044
"6371",13.2524310163457
"6372",14.2384523242594
"6374",12.6847221015374
"6375",12.67528156095
"6377",13.5246598190013
"6378",12.7778276162558
"6380",12.4976137244828
"6386",13.4396084452182
"6389",12.9846606937724
"6390",12.6439576971056
"6391",13.1856817897235
"6392",13.4222588865747
"6393",13.3390388535188
"6394",13.3609430079194
"6398",13.2390002539878
"6399",12.589374301523
"6400",12.5909168788954
"6401",13.2178106403212
"6404",12.2540933088351
"6405",12.3181089081676
"6406",12.8548282895695
"6412",12.9444438890425
"6413",13.3313348534381
"6415",13.0867287046197
"6417",12.9152302675014
"6418",13.0778184937056
"6420",13.5060844345519
"6423",12.4735703246412
"6424",13.0822058409464
"6426",13.3550532797296
"6429",13.402491292006
"6430",13.0409641152553
"6434",12.3225966239269
"6436",12.305613326919
"6437",12.7033846514811
"6438",12.3435356150541
"6441",12.5378421943466
"6442",12.9876838122534
"6444",13.6568861843008
"6445",12.7174485942383
"6448",13.0552241464294
"6449",13.3245950683518
"6450",12.6938518578311
"6452",13.2250328447386
"6453",12.6801925129302
"6455",13.1264731817896
"6456",12.7314386095164
"6457",12.754974665533
"6458",12.4567457285329
"6459",13.0526856249943
"6460",12.6811025651359
"6467",13.3822302805655
"6468",12.0380618922917
"6470",12.2645563760979
"6474",14.1871049207229
"6477",12.8601157351754
"6478",12.9104600136957
"6479",12.4808269558896
"6480",13.0049965513789
"6481",12.9728690473871
"6482",12.9432438738899
"6484",12.3930320091964
"6486",13.186219443943
"6490",13.6891521949387
"6495",12.5773724319833
"6497",13.710867451063
"6498",14.0043245265163
"6501",12.7890203842078
"6503",12.3870064175927
"6504",12.718807124273
"6505",12.89742478697
"6507",12.1477288020052
"6508",12.4447320258225
"6509",13.3256751531085
"6510",13.516246086543
"6512",12.4091725885212
"6519",13.6904502781951
"6521",12.6056806451808
"6526",12.7642582651637
"6528",12.6763271073062
"6530",12.9439314429772
"6532",12.8910495374528
"6533",13.0642359457727
"6537",12.5025922118904
"6538",12.6982291601601
"6539",13.2852232881598
"6540",11.9846380549056
"6541",13.1449351571209
"6542",12.8278929227843
"6543",12.2827244097008
"6545",12.3954169323799
"6546",12.8494164880586
"6547",12.5656536910667
"6548",12.8717266744472
"6549",12.3553435836582
"6555",12.6649621654909
"6557",13.4871626386406
"6558",13.4164625964494
"6560",13.6854667883062
"6563",13.5609001791927
"6565",12.6060422357935
"6568",14.2695273252308
"6573",12.4539454427158
"6574",12.6292017239441
"6576",13.1764612706765
"6577",12.4413627542758
"6578",13.2164789899691
"6580",13.1039310659752
"6581",13.0644088039325
"6583",13.0909681695001
"6584",12.9115245272349
"6585",12.2071300020641
"6588",12.5069233218201
"6589",12.8453599166242
"6590",13.4367197372973
"6591",12.696923170509
"6592",12.7713639483061
"6593",12.7040314910687
"6594",13.3314532519593
"6596",14.3832085606855
"6597",12.1533198082016
"6598",12.3450320279675
"6599",13.7939345702824
"6604",12.769967798006
"6607",13.5759073575761
"6609",12.3505312098968
"6611",12.7084113210558
"6612",13.1343970994887
"6613",13.2329791927339
"6616",14.1923789804861
"6619",13.1086459035453
"6620",12.8100745306482
"6622",13.5318679761286
"6625",13.1450474520475
"6626",13.3135856496351
"6627",13.3588725705207
"6629",12.7586616624062
"6630",13.3191991232905
"6632",14.3235631490391
"6637",12.6257806136518
"6638",12.6720087641645
"6641",13.4600782494939
"6642",12.8868971911985
"6643",12.7883353203586
"6645",12.7973558867443
"6647",13.2362672022467
"6650",12.3757615130508
"6651",12.915514805043
"6652",12.5080366000893
"6654",13.0549308914285
"6655",12.2772335986249
"6658",12.8413410988211
"6659",12.7858822550554
"6662",12.3870994480801
"6664",12.8427159078957
"6665",13.1811715152435
"6667",13.0094343092948
"6670",13.4559176266714
"6671",13.361484957092
"6672",13.3928498895172
"6677",12.6795056838224
"6678",12.5808804237822
"6679",12.744780707518
"6681",12.3936283198428
"6682",13.2141301970701
"6684",12.5667526564761
"6685",12.884672153261
"6687",13.1576947506226
"6688",12.5392552294661
"6690",13.133918484612
"6693",13.3552968180596
"6695",12.9266926454865
"6696",12.6897565511204
"6699",14.057810343591
"6700",12.6512465227361
"6701",12.5923196847734
"6704",12.97531427438
"6708",12.6326654713295
"6709",12.6326654713295
"6710",12.8407513747946
"6712",13.3378523474605
"6713",13.7382057864546
"6715",13.588990697768
"6717",12.924820118648
"6719",13.2287324465455
"6720",13.2269561893029
"6722",13.0617058442444
"6724",13.2065220959997
"6725",12.6042151932203
"6726",12.911146201085
"6729",13.4127912402708
"6735",12.928612588232
"6736",12.5357749953323
"6738",13.6777335315789
"6739",13.4643208930541
"6740",12.7859219296544
"6741",12.4594742770645
"6744",13.3393691012494
"6745",12.9983410919707
"6747",13.0738186335264
"6748",12.5912927932197
"6749",13.2048298353869
"6752",12.9797721433394
"6754",13.2229382929698
"6755",12.5849860424405
"6756",12.7843438101388
"6757",12.4137828339197
"6759",13.1834124078731
"6760",12.9552995622052
"6761",13.6368648727786
"6762",13.506182515489
"6765",12.8668037126551
"6766",13.8408328721183
"6767",12.5465283833751
"6768",13.5589056727904
"6770",13.2472081182299
"6772",12.6233918961756
"6773",13.2033855114269
"6775",12.7975391132416
"6776",12.4618218003692
"6777",13.5660538428287
"6779",13.1959728787228
"6781",13.1553411258933
"6782",13.5624486836382
"6787",12.6655752929608
"6789",13.3281559733529
"6791",14.4072043153651
"6792",13.3373741850178
"6793",13.7736282872104
"6794",12.9202280701688
"6796",13.0294051685398
"6798",13.3882992496986
"6799",12.6887730346716
"6800",12.8278360053697
"6802",12.7780074822241
"6803",12.6336204899472
"6805",12.9671492989476
"6807",12.3255837641354
"6808",12.3894340966811
"6811",12.6351256361514
"6812",12.5795996016926
"6823",13.538390714067
"6826",13.6502085255047
"6827",12.7729686852024
"6828",12.6899334113981
"6829",13.981654761396
"6830",12.3866693569618
"6831",13.2586946619783
"6832",12.365370821051
"6833",13.1554932310898
"6834",12.605632866121
"6841",12.2965896450376
"6842",13.519532855931
"6843",12.9080725146613
"6845",12.9144020912121
"6846",12.4940476474009
"6848",12.7571738411308
"6850",12.7265819143075
"6851",12.9750191211778
"6852",13.7383160269287
"6853",12.543903485459
"6854",12.6436487215164
"6855",12.9319171724781
"6856",13.2163482759369
"6857",12.6249988863828
"6858",13.3332052473156
"6860",12.9553125805614
"6861",12.5737646788721
"6862",13.5354222175123
"6863",12.9278941725334
"6865",12.6442385514776
"6866",12.9020765267833
"6867",12.6069372816058
"6868",12.6069372816058
"6870",12.975652018895
"6871",13.8399955017938
"6872",13.3135430887344
"6873",13.4434793697127
"6879",13.3648418271382
"6881",13.0318992777646
